ID,Question,Reference_Answer,Expected_Source_Document,Expected_Source_Page,K,Evidence_Found,Retrieved_Sources,Retrieval_Time_Seconds
EQ010,How many actions are described as essential within GAO's four cybersecurity challenges?,There are 10 essential actions within the four challenges.,GAO-24-107231,PDF p. 2,6,False,"[{""rank"": 1, ""document"": ""gao-24-107231-highlights.pdf"", ""page"": 1, ""distance"": 0.392322301864624}, {""rank"": 2, ""document"": ""gao-24-107231.pdf"", ""page"": 2, ""distance"": 0.392322301864624}, {""rank"": 3, ""document"": ""gao-24-107231.pdf"", ""page"": 14, ""distance"": 0.45739415287971497}, {""rank"": 4, ""document"": ""gao-24-107231-highlights.pdf"", ""page"": 1, ""distance"": 0.4999848008155823}, {""rank"": 5, ""document"": ""gao-24-107231.pdf"", ""page"": 2, ""distance"": 0.4999848008155823}, {""rank"": 6, ""document"": ""gao-24-107231.pdf"", ""page"": 13, ""distance"": 0.5084503293037415}]",0.011475600011181086
EQ010,How many actions are described as essential within GAO's four cybersecurity challenges?,There are 10 essential actions within the four challenges.,GAO-24-107231,PDF p. 2,7,False,"[{""rank"": 1, ""document"": ""gao-24-107231-highlights.pdf"", ""page"": 1, ""distance"": 0.392322301864624}, {""rank"": 2, ""document"": ""gao-24-107231.pdf"", ""page"": 2, ""distance"": 0.392322301864624}, {""rank"": 3, ""document"": ""gao-24-107231.pdf"", ""page"": 14, ""distance"": 0.45739415287971497}, {""rank"": 4, ""document"": ""gao-24-107231-highlights.pdf"", ""page"": 1, ""distance"": 0.4999848008155823}, {""rank"": 5, ""document"": ""gao-24-107231.pdf"", ""page"": 2, ""distance"": 0.4999848008155823}, {""rank"": 6, ""document"": ""gao-24-107231.pdf"", ""page"": 13, ""distance"": 0.5084503293037415}, {""rank"": 7, ""document"": ""gao-24-107231.pdf"", ""page"": 6, ""distance"": 0.5580302476882935}]",0.011908899992704391
EQ010,How many actions are described as essential within GAO's four cybersecurity challenges?,There are 10 essential actions within the four challenges.,GAO-24-107231,PDF p. 2,8,False,"[{""rank"": 1, ""document"": ""gao-24-107231-highlights.pdf"", ""page"": 1, ""distance"": 0.392322301864624}, {""rank"": 2, ""document"": ""gao-24-107231.pdf"", ""page"": 2, ""distance"": 0.392322301864624}, {""rank"": 3, ""document"": ""gao-24-107231.pdf"", ""page"": 14, ""distance"": 0.45739415287971497}, {""rank"": 4, ""document"": ""gao-24-107231-highlights.pdf"", ""page"": 1, ""distance"": 0.4999848008155823}, {""rank"": 5, ""document"": ""gao-24-107231.pdf"", ""page"": 2, ""distance"": 0.4999848008155823}, {""rank"": 6, ""document"": ""gao-24-107231.pdf"", ""page"": 13, ""distance"": 0.5084503293037415}, {""rank"": 7, ""document"": ""gao-24-107231.pdf"", ""page"": 6, ""distance"": 0.5580302476882935}, {""rank"": 8, ""document"": ""d24106916.pdf"", ""page"": 6, ""distance"": 0.5607525110244751}]",0.01180560002103448
EQ010,How many actions are described as essential within GAO's four cybersecurity challenges?,There are 10 essential actions within the four challenges.,GAO-24-107231,PDF p. 2,9,False,"[{""rank"": 1, ""document"": ""gao-24-107231-highlights.pdf"", ""page"": 1, ""distance"": 0.392322301864624}, {""rank"": 2, ""document"": ""gao-24-107231.pdf"", ""page"": 2, ""distance"": 0.392322301864624}, {""rank"": 3, ""document"": ""gao-24-107231.pdf"", ""page"": 14, ""distance"": 0.45739415287971497}, {""rank"": 4, ""document"": ""gao-24-107231-highlights.pdf"", ""page"": 1, ""distance"": 0.4999848008155823}, {""rank"": 5, ""document"": ""gao-24-107231.pdf"", ""page"": 2, ""distance"": 0.4999848008155823}, {""rank"": 6, ""document"": ""gao-24-107231.pdf"", ""page"": 13, ""distance"": 0.5084503293037415}, {""rank"": 7, ""document"": ""gao-24-107231.pdf"", ""page"": 6, ""distance"": 0.5580302476882935}, {""rank"": 8, ""document"": ""d24106916.pdf"", ""page"": 6, ""distance"": 0.5607525110244751}, {""rank"": 9, ""document"": ""gao-24-107231.pdf"", ""page"": 86, ""distance"": 0.5664361119270325}]",0.010199700016528368
EQ010,How many actions are described as essential within GAO's four cybersecurity challenges?,There are 10 essential actions within the four challenges.,GAO-24-107231,PDF p. 2,10,False,"[{""rank"": 1, ""document"": ""gao-24-107231-highlights.pdf"", ""page"": 1, ""distance"": 0.392322301864624}, {""rank"": 2, ""document"": ""gao-24-107231.pdf"", ""page"": 2, ""distance"": 0.392322301864624}, {""rank"": 3, ""document"": ""gao-24-107231.pdf"", ""page"": 14, ""distance"": 0.45739415287971497}, {""rank"": 4, ""document"": ""gao-24-107231-highlights.pdf"", ""page"": 1, ""distance"": 0.4999848008155823}, {""rank"": 5, ""document"": ""gao-24-107231.pdf"", ""page"": 2, ""distance"": 0.4999848008155823}, {""rank"": 6, ""document"": ""gao-24-107231.pdf"", ""page"": 13, ""distance"": 0.5084503293037415}, {""rank"": 7, ""document"": ""gao-24-107231.pdf"", ""page"": 6, ""distance"": 0.5580302476882935}, {""rank"": 8, ""document"": ""d24106916.pdf"", ""page"": 6, ""distance"": 0.5607525110244751}, {""rank"": 9, ""document"": ""gao-24-107231.pdf"", ""page"": 86, ""distance"": 0.5664361119270325}, {""rank"": 10, ""document"": ""gao-24-107231.pdf"", ""page"": 15, ""distance"": 0.5765575170516968}]",0.01312849996611476
EQ011,What was GAO's reported financial benefit from its work in fiscal year 2024?,GAO reported over $67.5 billion in financial benefits.,GAO-25-108440,PDF p. 2,1,False,"[{""rank"": 1, ""document"": ""gao-26-900644.pdf"", ""page"": 138, ""distance"": 0.5920069813728333}]",0.014843400043901056
EQ011,What was GAO's reported financial benefit from its work in fiscal year 2024?,GAO reported over $67.5 billion in financial benefits.,GAO-25-108440,PDF p. 2,2,False,"[{""rank"": 1, ""document"": ""gao-26-900644.pdf"", ""page"": 138, ""distance"": 0.5920069813728333}, {""rank"": 2, ""document"": ""gao-26-900644.pdf"", ""page"": 37, ""distance"": 0.5977105498313904}]",0.012455600022803992
EQ011,What was GAO's reported financial benefit from its work in fiscal year 2024?,GAO reported over $67.5 billion in financial benefits.,GAO-25-108440,PDF p. 2,3,False,"[{""rank"": 1, ""document"": ""gao-26-900644.pdf"", ""page"": 138, ""distance"": 0.5920069813728333}, {""rank"": 2, ""document"": ""gao-26-900644.pdf"", ""page"": 37, ""distance"": 0.5977105498313904}, {""rank"": 3, ""document"": ""gao-26-900644.pdf"", ""page"": 7, ""distance"": 0.6014998555183411}]",0.010468699969351292
EQ011,What was GAO's reported financial benefit from its work in fiscal year 2024?,GAO reported over $67.5 billion in financial benefits.,GAO-25-108440,PDF p. 2,4,False,"[{""rank"": 1, ""document"": ""gao-26-900644.pdf"", ""page"": 138, ""distance"": 0.5920069813728333}, {""rank"": 2, ""document"": ""gao-26-900644.pdf"", ""page"": 37, ""distance"": 0.5977105498313904}, {""rank"": 3, ""document"": ""gao-26-900644.pdf"", ""page"": 7, ""distance"": 0.6014998555183411}, {""rank"": 4, ""document"": ""gao-26-900644.pdf"", ""page"": 94, ""distance"": 0.620474636554718}]",0.009867099986877292
EQ011,What was GAO's reported financial benefit from its work in fiscal year 2024?,GAO reported over $67.5 billion in financial benefits.,GAO-25-108440,PDF p. 2,5,False,"[{""rank"": 1, ""document"": ""gao-26-900644.pdf"", ""page"": 138, ""distance"": 0.5920069813728333}, {""rank"": 2, ""document"": ""gao-26-900644.pdf"", ""page"": 37, ""distance"": 0.5977105498313904}, {""rank"": 3, ""document"": ""gao-26-900644.pdf"", ""page"": 7, ""distance"": 0.6014998555183411}, {""rank"": 4, ""document"": ""gao-26-900644.pdf"", ""page"": 94, ""distance"": 0.620474636554718}, {""rank"": 5, ""document"": ""gao-26-900644.pdf"", ""page"": 136, ""distance"": 0.6246687769889832}]",0.012679400038905442
EQ011,What was GAO's reported financial benefit from its work in fiscal year 2024?,GAO reported over $67.5 billion in financial benefits.,GAO-25-108440,PDF p. 2,6,False,"[{""rank"": 1, ""document"": ""gao-26-900644.pdf"", ""page"": 138, ""distance"": 0.5920069813728333}, {""rank"": 2, ""document"": ""gao-26-900644.pdf"", ""page"": 37, ""distance"": 0.5977105498313904}, {""rank"": 3, ""document"": ""gao-26-900644.pdf"", ""page"": 7, ""distance"": 0.6014998555183411}, {""rank"": 4, ""document"": ""gao-26-900644.pdf"", ""page"": 94, ""distance"": 0.620474636554718}, {""rank"": 5, ""document"": ""gao-26-900644.pdf"", ""page"": 136, ""distance"": 0.6246687769889832}, {""rank"": 6, ""document"": ""gao-26-900644.pdf"", ""page"": 87, ""distance"": 0.6248053312301636}]",0.010199700016528368
EQ011,What was GAO's reported financial benefit from its work in fiscal year 2024?,GAO reported over $67.5 billion in financial benefits.,GAO-25-108440,PDF p. 2,7,False,"[{""rank"": 1, ""document"": ""gao-26-900644.pdf"", ""page"": 138, ""distance"": 0.5920069813728333}, {""rank"": 2, ""document"": ""gao-26-900644.pdf"", ""page"": 37, ""distance"": 0.5977105498313904}, {""rank"": 3, ""document"": ""gao-26-900644.pdf"", ""page"": 7, ""distance"": 0.6014998555183411}, {""rank"": 4, ""document"": ""gao-26-900644.pdf"", ""page"": 94, ""distance"": 0.620474636554718}, {""rank"": 5, ""document"": ""gao-26-900644.pdf"", ""page"": 136, ""distance"": 0.6246687769889832}, {""rank"": 6, ""document"": ""gao-26-900644.pdf"", ""page"": 87, ""distance"": 0.6248053312301636}, {""rank"": 7, ""document"": ""gao-25-108440.pdf"", ""page"": 5, ""distance"": 0.6284400820732117}]",0.011739699984900653
EQ011,What was GAO's reported financial benefit from its work in fiscal year 2024?,GAO reported over $67.5 billion in financial benefits.,GAO-25-108440,PDF p. 2,8,False,"[{""rank"": 1, ""document"": ""gao-26-900644.pdf"", ""page"": 138, ""distance"": 0.5920069813728333}, {""rank"": 2, ""document"": ""gao-26-900644.pdf"", ""page"": 37, ""distance"": 0.5977105498313904}, {""rank"": 3, ""document"": ""gao-26-900644.pdf"", ""page"": 7, ""distance"": 0.6014998555183411}, {""rank"": 4, ""document"": ""gao-26-900644.pdf"", ""page"": 94, ""distance"": 0.620474636554718}, {""rank"": 5, ""document"": ""gao-26-900644.pdf"", ""page"": 136, ""distance"": 0.6246687769889832}, {""rank"": 6, ""document"": ""gao-26-900644.pdf"", ""page"": 87, ""distance"": 0.6248053312301636}, {""rank"": 7, ""document"": ""gao-25-108440.pdf"", ""page"": 5, ""distance"": 0.6284400820732117}, {""rank"": 8, ""document"": ""gao-26-900644.pdf"", ""page"": 55, ""distance"": 0.6300759315490723}]",0.012135600030887872
EQ011,What was GAO's reported financial benefit from its work in fiscal year 2024?,GAO reported over $67.5 billion in financial benefits.,GAO-25-108440,PDF p. 2,9,False,"[{""rank"": 1, ""document"": ""gao-26-900644.pdf"", ""page"": 138, ""distance"": 0.5920069813728333}, {""rank"": 2, ""document"": ""gao-26-900644.pdf"", ""page"": 37, ""distance"": 0.5977105498313904}, {""rank"": 3, ""document"": ""gao-26-900644.pdf"", ""page"": 7, ""distance"": 0.6014998555183411}, {""rank"": 4, ""document"": ""gao-26-900644.pdf"", ""page"": 94, ""distance"": 0.620474636554718}, {""rank"": 5, ""document"": ""gao-26-900644.pdf"", ""page"": 136, ""distance"": 0.6246687769889832}, {""rank"": 6, ""document"": ""gao-26-900644.pdf"", ""page"": 87, ""distance"": 0.6248053312301636}, {""rank"": 7, ""document"": ""gao-25-108440.pdf"", ""page"": 5, ""distance"": 0.6284400820732117}, {""rank"": 8, ""document"": ""gao-26-900644.pdf"", ""page"": 55, ""distance"": 0.6300759315490723}, {""rank"": 9, ""document"": ""gao-26-900644.pdf"", ""page"": 126, ""distance"": 0.6369128227233887}]",0.01320270000724122
EQ011,What was GAO's reported financial benefit from its work in fiscal year 2024?,GAO reported over $67.5 billion in financial benefits.,GAO-25-108440,PDF p. 2,10,False,"[{""rank"": 1, ""document"": ""gao-26-900644.pdf"", ""page"": 138, ""distance"": 0.5920069813728333}, {""rank"": 2, ""document"": ""gao-26-900644.pdf"", ""page"": 37, ""distance"": 0.5977105498313904}, {""rank"": 3, ""document"": ""gao-26-900644.pdf"", ""page"": 7, ""distance"": 0.6014998555183411}, {""rank"": 4, ""document"": ""gao-26-900644.pdf"", ""page"": 94, ""distance"": 0.620474636554718}, {""rank"": 5, ""document"": ""gao-26-900644.pdf"", ""page"": 136, ""distance"": 0.6246687769889832}, {""rank"": 6, ""document"": ""gao-26-900644.pdf"", ""page"": 87, ""distance"": 0.6248053312301636}, {""rank"": 7, ""document"": ""gao-25-108440.pdf"", ""page"": 5, ""distance"": 0.6284400820732117}, {""rank"": 8, ""document"": ""gao-26-900644.pdf"", ""page"": 55, ""distance"": 0.6300759315490723}, {""rank"": 9, ""document"": ""gao-26-900644.pdf"", ""page"": 126, ""distance"": 0.6369128227233887}, {""rank"": 10, ""document"": ""gao-26-900644.pdf"", ""page"": 66, ""distance"": 0.6460719704627991}]",0.012986700050532818
EQ012,How many Treasury auctions were held in fiscal year 2025?,"Treasury held 444 auctions of bills, notes, and bonds.",GAO-26-107529,PDF p. 2,1,False,"[{""rank"": 1, ""document"": ""gao-26-107529.pdf"", ""page"": 35, ""distance"": 0.5386741161346436}]",0.014423999993596226
EQ012,How many Treasury auctions were held in fiscal year 2025?,"Treasury held 444 auctions of bills, notes, and bonds.",GAO-26-107529,PDF p. 2,2,False,"[{""rank"": 1, ""document"": ""gao-26-107529.pdf"", ""page"": 35, ""distance"": 0.5386741161346436}, {""rank"": 2, ""document"": ""gao-26-107529.pdf"", ""page"": 2, ""distance"": 0.542351245880127}]",0.011039600009098649
EQ012,How many Treasury auctions were held in fiscal year 2025?,"Treasury held 444 auctions of bills, notes, and bonds.",GAO-26-107529,PDF p. 2,3,False,"[{""rank"": 1, ""document"": ""gao-26-107529.pdf"", ""page"": 35, ""distance"": 0.5386741161346436}, {""rank"": 2, ""document"": ""gao-26-107529.pdf"", ""page"": 2, ""distance"": 0.542351245880127}, {""rank"": 3, ""document"": ""gao-26-107529.pdf"", ""page"": 34, ""distance"": 0.5525301098823547}]",0.012214099988341331
EQ012,How many Treasury auctions were held in fiscal year 2025?,"Treasury held 444 auctions of bills, notes, and bonds.",GAO-26-107529,PDF p. 2,4,False,"[{""rank"": 1, ""document"": ""gao-26-107529.pdf"", ""page"": 35, ""distance"": 0.5386741161346436}, {""rank"": 2, ""document"": ""gao-26-107529.pdf"", ""page"": 2, ""distance"": 0.542351245880127}, {""rank"": 3, ""document"": ""gao-26-107529.pdf"", ""page"": 34, ""distance"": 0.5525301098823547}, {""rank"": 4, ""document"": ""gao-26-107529.pdf"", ""page"": 65, ""distance"": 0.5530533790588379}]",0.010795899957884103
EQ012,How many Treasury auctions were held in fiscal year 2025?,"Treasury held 444 auctions of bills, notes, and bonds.",GAO-26-107529,PDF p. 2,5,False,"[{""rank"": 1, ""document"": ""gao-26-107529.pdf"", ""page"": 35, ""distance"": 0.5386741161346436}, {""rank"": 2, ""document"": ""gao-26-107529.pdf"", ""page"": 2, ""distance"": 0.542351245880127}, {""rank"": 3, ""document"": ""gao-26-107529.pdf"", ""page"": 34, ""distance"": 0.5525301098823547}, {""rank"": 4, ""document"": ""gao-26-107529.pdf"", ""page"": 65, ""distance"": 0.5530533790588379}, {""rank"": 5, ""document"": ""gao-26-107529.pdf"", ""page"": 32, ""distance"": 0.5736336708068848}]",0.010399200022220612
EQ012,How many Treasury auctions were held in fiscal year 2025?,"Treasury held 444 auctions of bills, notes, and bonds.",GAO-26-107529,PDF p. 2,6,False,"[{""rank"": 1, ""document"": ""gao-26-107529.pdf"", ""page"": 35, ""distance"": 0.5386741161346436}, {""rank"": 2, ""document"": ""gao-26-107529.pdf"", ""page"": 2, ""distance"": 0.542351245880127}, {""rank"": 3, ""document"": ""gao-26-107529.pdf"", ""page"": 34, ""distance"": 0.5525301098823547}, {""rank"": 4, ""document"": ""gao-26-107529.pdf"", ""page"": 65, ""distance"": 0.5530533790588379}, {""rank"": 5, ""document"": ""gao-26-107529.pdf"", ""page"": 32, ""distance"": 0.5736336708068848}, {""rank"": 6, ""document"": ""gao-26-107529.pdf"", ""page"": 44, ""distance"": 0.5977716445922852}]",0.011271200026385486
EQ012,How many Treasury auctions were held in fiscal year 2025?,"Treasury held 444 auctions of bills, notes, and bonds.",GAO-26-107529,PDF p. 2,7,False,"[{""rank"": 1, ""document"": ""gao-26-107529.pdf"", ""page"": 35, ""distance"": 0.5386741161346436}, {""rank"": 2, ""document"": ""gao-26-107529.pdf"", ""page"": 2, ""distance"": 0.542351245880127}, {""rank"": 3, ""document"": ""gao-26-107529.pdf"", ""page"": 34, ""distance"": 0.5525301098823547}, {""rank"": 4, ""document"": ""gao-26-107529.pdf"", ""page"": 65, ""distance"": 0.5530533790588379}, {""rank"": 5, ""document"": ""gao-26-107529.pdf"", ""page"": 32, ""distance"": 0.5736336708068848}, {""rank"": 6, ""document"": ""gao-26-107529.pdf"", ""page"": 44, ""distance"": 0.5977716445922852}, {""rank"": 7, ""document"": ""gao-26-107529.pdf"", ""page"": 33, ""distance"": 0.6036094427108765}]",0.009956699970643967
EQ012,How many Treasury auctions were held in fiscal year 2025?,"Treasury held 444 auctions of bills, notes, and bonds.",GAO-26-107529,PDF p. 2,8,False,"[{""rank"": 1, ""document"": ""gao-26-107529.pdf"", ""page"": 35, ""distance"": 0.5386741161346436}, {""rank"": 2, ""document"": ""gao-26-107529.pdf"", ""page"": 2, ""distance"": 0.542351245880127}, {""rank"": 3, ""document"": ""gao-26-107529.pdf"", ""page"": 34, ""distance"": 0.5525301098823547}, {""rank"": 4, ""document"": ""gao-26-107529.pdf"", ""page"": 65, ""distance"": 0.5530533790588379}, {""rank"": 5, ""document"": ""gao-26-107529.pdf"", ""page"": 32, ""distance"": 0.5736336708068848}, {""rank"": 6, ""document"": ""gao-26-107529.pdf"", ""page"": 44, ""distance"": 0.5977716445922852}, {""rank"": 7, ""document"": ""gao-26-107529.pdf"", ""page"": 33, ""distance"": 0.6036094427108765}, {""rank"": 8, ""document"": ""gao-26-107529.pdf"", ""page"": 31, ""distance"": 0.6127412915229797}]",0.01102909998735413
EQ012,How many Treasury auctions were held in fiscal year 2025?,"Treasury held 444 auctions of bills, notes, and bonds.",GAO-26-107529,PDF p. 2,9,False,"[{""rank"": 1, ""document"": ""gao-26-107529.pdf"", ""page"": 35, ""distance"": 0.5386741161346436}, {""rank"": 2, ""document"": ""gao-26-107529.pdf"", ""page"": 2, ""distance"": 0.542351245880127}, {""rank"": 3, ""document"": ""gao-26-107529.pdf"", ""page"": 34, ""distance"": 0.5525301098823547}, {""rank"": 4, ""document"": ""gao-26-107529.pdf"", ""page"": 65, ""distance"": 0.5530533790588379}, {""rank"": 5, ""document"": ""gao-26-107529.pdf"", ""page"": 32, ""distance"": 0.5736336708068848}, {""rank"": 6, ""document"": ""gao-26-107529.pdf"", ""page"": 44, ""distance"": 0.5977716445922852}, {""rank"": 7, ""document"": ""gao-26-107529.pdf"", ""page"": 33, ""distance"": 0.6036094427108765}, {""rank"": 8, ""document"": ""gao-26-107529.pdf"", ""page"": 31, ""distance"": 0.6127412915229797}, {""rank"": 9, ""document"": ""gao-26-107529.pdf"", ""page"": 8, ""distance"": 0.6174191236495972}]",0.010802600008901209
EQ012,How many Treasury auctions were held in fiscal year 2025?,"Treasury held 444 auctions of bills, notes, and bonds.",GAO-26-107529,PDF p. 2,10,False,"[{""rank"": 1, ""document"": ""gao-26-107529.pdf"", ""page"": 35, ""distance"": 0.5386741161346436}, {""rank"": 2, ""document"": ""gao-26-107529.pdf"", ""page"": 2, ""distance"": 0.542351245880127}, {""rank"": 3, ""document"": ""gao-26-107529.pdf"", ""page"": 34, ""distance"": 0.5525301098823547}, {""rank"": 4, ""document"": ""gao-26-107529.pdf"", ""page"": 65, ""distance"": 0.5530533790588379}, {""rank"": 5, ""document"": ""gao-26-107529.pdf"", ""page"": 32, ""distance"": 0.5736336708068848}, {""rank"": 6, ""document"": ""gao-26-107529.pdf"", ""page"": 44, ""distance"": 0.5977716445922852}, {""rank"": 7, ""document"": ""gao-26-107529.pdf"", ""page"": 33, ""distance"": 0.6036094427108765}, {""rank"": 8, ""document"": ""gao-26-107529.pdf"", ""page"": 31, ""distance"": 0.6127412915229797}, {""rank"": 9, ""document"": ""gao-26-107529.pdf"", ""page"": 8, ""distance"": 0.6174191236495972}, {""rank"": 10, ""document"": ""gao-26-107529.pdf"", ""page"": 12, ""distance"": 0.6379072070121765}]",0.012491600005887449
EQ013,How much did Treasury borrow for government operations in fiscal year 2025?,Treasury borrowed $1.9 trillion for government operations.,GAO-26-107529,PDF p. 2,1,False,"[{""rank"": 1, ""document"": ""gao-26-107529.pdf"", ""page"": 2, ""distance"": 0.5572590827941895}]",0.013035799958743155
EQ013,How much did Treasury borrow for government operations in fiscal year 2025?,Treasury borrowed $1.9 trillion for government operations.,GAO-26-107529,PDF p. 2,2,False,"[{""rank"": 1, ""document"": ""gao-26-107529.pdf"", ""page"": 2, ""distance"": 0.5572590827941895}, {""rank"": 2, ""document"": ""gao-26-107529.pdf"", ""page"": 16, ""distance"": 0.6286062002182007}]",0.012240299955010414
EQ013,How much did Treasury borrow for government operations in fiscal year 2025?,Treasury borrowed $1.9 trillion for government operations.,GAO-26-107529,PDF p. 2,3,False,"[{""rank"": 1, ""document"": ""gao-26-107529.pdf"", ""page"": 2, ""distance"": 0.5572590827941895}, {""rank"": 2, ""document"": ""gao-26-107529.pdf"", ""page"": 16, ""distance"": 0.6286062002182007}, {""rank"": 3, ""document"": ""gao-26-107529.pdf"", ""page"": 7, ""distance"": 0.6320613622665405}]",0.013730300008319318
EQ013,How much did Treasury borrow for government operations in fiscal year 2025?,Treasury borrowed $1.9 trillion for government operations.,GAO-26-107529,PDF p. 2,4,False,"[{""rank"": 1, ""document"": ""gao-26-107529.pdf"", ""page"": 2, ""distance"": 0.5572590827941895}, {""rank"": 2, ""document"": ""gao-26-107529.pdf"", ""page"": 16, ""distance"": 0.6286062002182007}, {""rank"": 3, ""document"": ""gao-26-107529.pdf"", ""page"": 7, ""distance"": 0.6320613622665405}, {""rank"": 4, ""document"": ""gao-26-107529.pdf"", ""page"": 31, ""distance"": 0.6344989538192749}]",0.012836100009735674
EQ013,How much did Treasury borrow for government operations in fiscal year 2025?,Treasury borrowed $1.9 trillion for government operations.,GAO-26-107529,PDF p. 2,5,False,"[{""rank"": 1, ""document"": ""gao-26-107529.pdf"", ""page"": 2, ""distance"": 0.5572590827941895}, {""rank"": 2, ""document"": ""gao-26-107529.pdf"", ""page"": 16, ""distance"": 0.6286062002182007}, {""rank"": 3, ""document"": ""gao-26-107529.pdf"", ""page"": 7, ""distance"": 0.6320613622665405}, {""rank"": 4, ""document"": ""gao-26-107529.pdf"", ""page"": 31, ""distance"": 0.6344989538192749}, {""rank"": 5, ""document"": ""gao-26-107529.pdf"", ""page"": 30, ""distance"": 0.6374266743659973}]",0.012011499959044158
EQ013,How much did Treasury borrow for government operations in fiscal year 2025?,Treasury borrowed $1.9 trillion for government operations.,GAO-26-107529,PDF p. 2,6,False,"[{""rank"": 1, ""document"": ""gao-26-107529.pdf"", ""page"": 2, ""distance"": 0.5572590827941895}, {""rank"": 2, ""document"": ""gao-26-107529.pdf"", ""page"": 16, ""distance"": 0.6286062002182007}, {""rank"": 3, ""document"": ""gao-26-107529.pdf"", ""page"": 7, ""distance"": 0.6320613622665405}, {""rank"": 4, ""document"": ""gao-26-107529.pdf"", ""page"": 31, ""distance"": 0.6344989538192749}, {""rank"": 5, ""document"": ""gao-26-107529.pdf"", ""page"": 30, ""distance"": 0.6374266743659973}, {""rank"": 6, ""document"": ""gao-26-107529.pdf"", ""page"": 26, ""distance"": 0.6570698022842407}]",0.012805200007278472
EQ013,How much did Treasury borrow for government operations in fiscal year 2025?,Treasury borrowed $1.9 trillion for government operations.,GAO-26-107529,PDF p. 2,7,False,"[{""rank"": 1, ""document"": ""gao-26-107529.pdf"", ""page"": 2, ""distance"": 0.5572590827941895}, {""rank"": 2, ""document"": ""gao-26-107529.pdf"", ""page"": 16, ""distance"": 0.6286062002182007}, {""rank"": 3, ""document"": ""gao-26-107529.pdf"", ""page"": 7, ""distance"": 0.6320613622665405}, {""rank"": 4, ""document"": ""gao-26-107529.pdf"", ""page"": 31, ""distance"": 0.6344989538192749}, {""rank"": 5, ""document"": ""gao-26-107529.pdf"", ""page"": 30, ""distance"": 0.6374266743659973}, {""rank"": 6, ""document"": ""gao-26-107529.pdf"", ""page"": 26, ""distance"": 0.6570698022842407}, {""rank"": 7, ""document"": ""gao-26-107529.pdf"", ""page"": 19, ""distance"": 0.6610021591186523}]",0.010395699995569885
EQ013,How much did Treasury borrow for government operations in fiscal year 2025?,Treasury borrowed $1.9 trillion for government operations.,GAO-26-107529,PDF p. 2,8,False,"[{""rank"": 1, ""document"": ""gao-26-107529.pdf"", ""page"": 2, ""distance"": 0.5572590827941895}, {""rank"": 2, ""document"": ""gao-26-107529.pdf"", ""page"": 16, ""distance"": 0.6286062002182007}, {""rank"": 3, ""document"": ""gao-26-107529.pdf"", ""page"": 7, ""distance"": 0.6320613622665405}, {""rank"": 4, ""document"": ""gao-26-107529.pdf"", ""page"": 31, ""distance"": 0.6344989538192749}, {""rank"": 5, ""document"": ""gao-26-107529.pdf"", ""page"": 30, ""distance"": 0.6374266743659973}, {""rank"": 6, ""document"": ""gao-26-107529.pdf"", ""page"": 26, ""distance"": 0.6570698022842407}, {""rank"": 7, ""document"": ""gao-26-107529.pdf"", ""page"": 19, ""distance"": 0.6610021591186523}, {""rank"": 8, ""document"": ""gao-26-107529.pdf"", ""page"": 6, ""distance"": 0.6611883640289307}]",0.013016299984883517
EQ013,How much did Treasury borrow for government operations in fiscal year 2025?,Treasury borrowed $1.9 trillion for government operations.,GAO-26-107529,PDF p. 2,9,False,"[{""rank"": 1, ""document"": ""gao-26-107529.pdf"", ""page"": 2, ""distance"": 0.5572590827941895}, {""rank"": 2, ""document"": ""gao-26-107529.pdf"", ""page"": 16, ""distance"": 0.6286062002182007}, {""rank"": 3, ""document"": ""gao-26-107529.pdf"", ""page"": 7, ""distance"": 0.6320613622665405}, {""rank"": 4, ""document"": ""gao-26-107529.pdf"", ""page"": 31, ""distance"": 0.6344989538192749}, {""rank"": 5, ""document"": ""gao-26-107529.pdf"", ""page"": 30, ""distance"": 0.6374266743659973}, {""rank"": 6, ""document"": ""gao-26-107529.pdf"", ""page"": 26, ""distance"": 0.6570698022842407}, {""rank"": 7, ""document"": ""gao-26-107529.pdf"", ""page"": 19, ""distance"": 0.6610021591186523}, {""rank"": 8, ""document"": ""gao-26-107529.pdf"", ""page"": 6, ""distance"": 0.6611883640289307}, {""rank"": 9, ""document"": ""gao-26-107529.pdf"", ""page"": 15, ""distance"": 0.6987388134002686}]",0.012361600005533546
