ID,Question,Primary_Category,Secondary_Category,Complexity,Answerable,Reference_Answer,Source_Document,Source_Page,K,Num_Retrieved_Chunks,Generated_Answer,Prompt_Tokens,Generated_Tokens,Total_Tokens,Retrieval_Time_Seconds,Generation_Time_Seconds,Model,Timestamp,Answer_Empty,Generation_Failed,Generation_Succeeded,Potentially_Truncated,Answer_Character_Length,Parsed_Retrieved_Source_Count,Retrieval_Count_Matches_K,Minimum_Retrieval_Distance,Maximum_Retrieval_Distance
EQ019,What is meant by an outcome-oriented performance measure in the national strategy discussion?,Definition,,Low,Yes,"It is a measure of the real result of an initiative, such as the number or dollar value of ransomware incidents disrupted.",GAO-24-106916,PDF p. 2,10,10,"An outcome-oriented performance measure in the national strategy discussion refers to a metric that evaluates the effectiveness of initiatives by assessing whether they achieve their intended outcomes. According to the context, outcome-oriented measures are distinct from output-based measures, which track the quantity of activities or deliverables completed. The discussion highlights that while output-based measures can serve as a proxy, outcome-oriented measures are more focused on the actual results or impacts of the initiatives, such as improving cybersecurity outcomes. The context also notes that developing such measures is considered an open research problem and that it is feasible for relevant entities to create these measures for specific initiatives.",4477,122,4599,0.0209892519997083,29.91989924599966,Qwen/Qwen3-8B,2026-08-28 09:46:21,False,False,True,False,768,10,True,0.8357806205749512,1.1169419288635254
EQ020,What is a CFO Act agency in the incident-response report?,Definition,,Low,Yes,It refers to a civilian agency covered by the Chief Financial Officers Act of 1990; the report examined 23 such agencies.,GAO-24-105658,PDF p. 2,1,1,"A CFO Act agency is a civilian agency established under the Chief Financial Officers (CFO) Act of 1990. In the context of the incident-response report, there are 23 such agencies that have made progress in cybersecurity incident response preparedness by standardizing their incident response plans and improving their capabilities for incident detection, analysis, and handling. These agencies are subject to cybersecurity incident response requirements, including the use of the Cybersecurity and Infrastructure Security Agency (CISA) playbook, deployment of endpoint detection and response solutions, and assessment of event logging maturity.",808,115,923,0.012958848999915,12.186272046999877,Qwen/Qwen3-8B,2026-08-28 09:46:33,False,False,True,False,644,1,True,0.6492069959640503,0.6492069959640503
EQ020,What is a CFO Act agency in the incident-response report?,Definition,,Low,Yes,It refers to a civilian agency covered by the Chief Financial Officers Act of 1990; the report examined 23 such agencies.,GAO-24-105658,PDF p. 2,2,2,"A CFO Act agency is a federal agency that has a Chief Financial Officer (CFO) position established under the Chief Financial Officers Act of 1990. These agencies are subject to specific financial management requirements and are responsible for managing their financial operations in accordance with federal guidelines. In the context of the incident-response report, the 23 CFO Act agencies are discussed in relation to their progress in cybersecurity incident response preparedness, including their use of tools, services, and resources to detect, analyze, and handle cybersecurity incidents.",1378,107,1485,0.012958848999915,12.26756305300023,Qwen/Qwen3-8B,2026-08-28 09:46:46,False,False,True,False,593,2,True,0.6492069959640503,0.7179470658302307
EQ020,What is a CFO Act agency in the incident-response report?,Definition,,Low,Yes,It refers to a civilian agency covered by the Chief Financial Officers Act of 1990; the report examined 23 such agencies.,GAO-24-105658,PDF p. 2,3,3,"A CFO Act agency is a federal agency that is subject to the Chief Financial Officers (CFO) Act of 1990, which established a CFO position at major federal agencies. These agencies are required to follow specific financial management and reporting standards. In the context of the incident-response report, the 23 CFO Act agencies made progress in cybersecurity incident response preparedness by taking steps to standardize their incident response plans and demonstrating improvement in their capabilities for incident detection, analysis, and handling.",1943,101,2044,0.012958848999915,12.930379190000169,Qwen/Qwen3-8B,2026-08-28 09:46:59,False,False,True,False,551,3,True,0.6492069959640503,0.7632321715354919
EQ020,What is a CFO Act agency in the incident-response report?,Definition,,Low,Yes,It refers to a civilian agency covered by the Chief Financial Officers Act of 1990; the report examined 23 such agencies.,GAO-24-105658,PDF p. 2,4,4,"A CFO Act agency is a federal agency that has a Chief Financial Officer (CFO) position established under the Chief Financial Officers Act of 1990. These agencies are required to follow specific financial management and reporting standards. In the context of the incident-response report, the 23 CFO Act agencies are mentioned as having made progress in cybersecurity incident response preparedness, including standardizing their incident response plans and improving capabilities for incident detection, analysis, and handling.",2481,95,2576,0.012958848999915,14.40692640099951,Qwen/Qwen3-8B,2026-08-28 09:47:13,False,False,True,False,527,4,True,0.6492069959640503,0.8370490074157715
EQ020,What is a CFO Act agency in the incident-response report?,Definition,,Low,Yes,It refers to a civilian agency covered by the Chief Financial Officers Act of 1990; the report examined 23 such agencies.,GAO-24-105658,PDF p. 2,5,5,"A CFO Act agency is a federal agency that has a Chief Financial Officer (CFO) position established under the Chief Financial Officers Act of 1990. These agencies are responsible for managing their financial operations and are subject to specific financial management requirements. In the context of the incident-response report, the 23 CFO Act agencies are mentioned as having made progress in cybersecurity incident response preparedness, including standardizing their incident response plans and improving their capabilities for incident detection, analysis, and handling.",2760,101,2861,0.012958848999915,16.138018816000113,Qwen/Qwen3-8B,2026-08-28 09:47:29,False,False,True,False,574,5,True,0.6492069959640503,0.8591827750205994
EQ020,What is a CFO Act agency in the incident-response report?,Definition,,Low,Yes,It refers to a civilian agency covered by the Chief Financial Officers Act of 1990; the report examined 23 such agencies.,GAO-24-105658,PDF p. 2,6,6,"A CFO Act agency is a federal agency that has a Chief Financial Officer (CFO) position established under the Chief Financial Officers Act of 1990. These agencies are subject to specific financial management requirements and are responsible for managing their financial operations in accordance with federal guidelines. In the context of the incident-response report, the 23 CFO Act agencies are mentioned as having made progress in cybersecurity incident response preparedness, including standardizing their incident response plans and improving their capabilities for incident detection, analysis, and handling.",2849,106,2955,0.012958848999915,17.570024390999606,Qwen/Qwen3-8B,2026-08-28 09:47:47,False,False,True,False,612,6,True,0.6492069959640503,0.8628225326538086
EQ020,What is a CFO Act agency in the incident-response report?,Definition,,Low,Yes,It refers to a civilian agency covered by the Chief Financial Officers Act of 1990; the report examined 23 such agencies.,GAO-24-105658,PDF p. 2,7,7,"A CFO Act agency is a federal agency that has a Chief Financial Officer (CFO) position established under the Chief Financial Officers Act of 1990. These agencies are subject to specific financial management requirements and are part of the 24 CFO Act agencies identified in the context. The term ""CFO Act agency"" refers to these 24 agencies, which include departments and independent agencies such as the Departments of Agriculture, Commerce, Defense, Education, Energy, Health and Human Services, Homeland Security, and others, as well as entities like the Environmental Protection Agency, General Services Administration, and the U.S. Agency for International Development. The report discusses the progress of these agencies in implementing cybersecurity incident response requirements.",3397,146,3543,0.012958848999915,25.76856329800012,Qwen/Qwen3-8B,2026-08-28 09:48:13,False,False,True,False,788,7,True,0.6492069959640503,0.867300271987915
EQ020,What is a CFO Act agency in the incident-response report?,Definition,,Low,Yes,It refers to a civilian agency covered by the Chief Financial Officers Act of 1990; the report examined 23 such agencies.,GAO-24-105658,PDF p. 2,8,8,"A CFO Act agency is a federal agency that has a Chief Financial Officer (CFO) position established under the Chief Financial Officers Act of 1990. These agencies are subject to specific financial management and reporting requirements. In the context of the incident-response report, the 23 civilian CFO Act agencies are mentioned as having made progress in cybersecurity incident response preparedness, including standardizing their incident response plans and improving capabilities for incident detection, analysis, and handling. The report also discusses their compliance with requirements such as incorporating the Cybersecurity and Infrastructure Security Agency (CISA) playbook into their incident response plans and deploying endpoint detection and response solutions.",3860,131,3991,0.012958848999915,26.54884766499981,Qwen/Qwen3-8B,2026-08-28 09:48:39,False,False,True,False,775,8,True,0.6492069959640503,0.8718109726905823
EQ020,What is a CFO Act agency in the incident-response report?,Definition,,Low,Yes,It refers to a civilian agency covered by the Chief Financial Officers Act of 1990; the report examined 23 such agencies.,GAO-24-105658,PDF p. 2,9,9,"A CFO Act agency is a federal agency that has a Chief Financial Officer (CFO) position established under the Chief Financial Officers Act of 1990. These agencies are required to follow specific financial management and reporting standards. In the context of the incident-response report, the 23 civilian CFO Act agencies are mentioned as having made progress in cybersecurity incident response preparedness by standardizing their incident response plans and improving their capabilities for incident detection, analysis, and handling. The report also notes that these agencies are subject to requirements related to cybersecurity incident response, including the use of the Cybersecurity and Infrastructure Security Agency (CISA) playbook and meeting event logging maturity levels as mandated by the Office of Management and Budget (OMB).",4306,147,4453,0.012958848999915,32.381422689999454,Qwen/Qwen3-8B,2026-08-28 09:49:12,False,False,True,False,838,9,True,0.6492069959640503,0.8809965252876282
EQ020,What is a CFO Act agency in the incident-response report?,Definition,,Low,Yes,It refers to a civilian agency covered by the Chief Financial Officers Act of 1990; the report examined 23 such agencies.,GAO-24-105658,PDF p. 2,10,10,"A CFO Act agency refers to one of the 24 major federal agencies established under the Chief Financial Officers (CFO) Act of 1990. These agencies are required to have a Chief Financial Officer and are subject to specific management and reporting requirements. In the context of the incident-response report, the term ""CFO Act agency"" is used to describe these 24 agencies that are part of the federal government's cybersecurity incident response efforts. The report discusses the progress made by these agencies in implementing cybersecurity incident response requirements, including the use of tools, services, and resources such as the Cybersecurity and Infrastructure Security Agency (CISA) playbook, endpoint detection and response solutions, and event logging capabilities.",4539,145,4684,0.012958848999915,33.936006706000626,Qwen/Qwen3-8B,2026-08-28 09:49:45,False,False,True,False,777,10,True,0.6492069959640503,0.8905767202377319
EQ021,What is a critical-infrastructure operational technology system?,Definition,,Low,Yes,It is a system that interacts with the physical environment to support critical-infrastructure operations.,GAO-24-107231,PDF p. 4,1,1,"A critical-infrastructure operational technology (OT) system refers to the systems and equipment used to monitor and control physical devices, processes, and environments in critical infrastructure sectors. These systems are essential for maintaining the operation of infrastructure such as energy, water, transportation, and manufacturing. The context highlights the importance of these systems in relation to cybersecurity and interagency collaboration practices to mitigate risks to critical infrastructure.",330,79,409,0.019600819999141,7.913155403000019,Qwen/Qwen3-8B,2026-08-28 09:49:54,False,False,True,False,510,1,True,0.8009088039398193,0.8009088039398193
EQ021,What is a critical-infrastructure operational technology system?,Definition,,Low,Yes,It is a system that interacts with the physical environment to support critical-infrastructure operations.,GAO-24-107231,PDF p. 4,2,2,"A critical-infrastructure operational technology system is a system that interacts with the physical environment to provide essential services. These systems are integral to critical infrastructure sectors, which provide essential services that underpin American society. They are used to support processes such as controlling distribution and production systems, and they are vulnerable to cyber threats, as demonstrated by incidents like the 2021 Colonial Pipeline cyberattack.",631,79,710,0.019600819999141,8.530623676999312,Qwen/Qwen3-8B,2026-08-28 09:50:02,False,False,True,False,479,2,True,0.8009088039398193,0.8412814140319824
EQ021,What is a critical-infrastructure operational technology system?,Definition,,Low,Yes,It is a system that interacts with the physical environment to support critical-infrastructure operations.,GAO-24-107231,PDF p. 4,3,3,"A critical-infrastructure operational technology (OT) system is a system that interacts with the physical environment to provide essential services, such as controlling distribution processes and production systems. These systems are integral to critical infrastructure sectors and are vulnerable to cyber threats, which can disrupt essential services and pose significant national security challenges.",1485,61,1546,0.019600819999141,7.841463914000087,Qwen/Qwen3-8B,2026-08-28 09:50:10,False,False,True,False,402,3,True,0.8009088039398193,0.8490756750106812
EQ021,What is a critical-infrastructure operational technology system?,Definition,,Low,Yes,It is a system that interacts with the physical environment to support critical-infrastructure operations.,GAO-24-107231,PDF p. 4,4,4,"A critical-infrastructure operational technology (OT) system is a system that interacts with the physical environment to provide essential services. These systems are integral to the operations of critical infrastructure sectors, such as transportation, oil and gas distribution, and energy, and they face significant cybersecurity risks due to their increasing interconnections with information technology (IT) systems.",1952,69,2021,0.019600819999141,9.376223956000103,Qwen/Qwen3-8B,2026-08-28 09:50:20,False,False,True,False,420,4,True,0.8009088039398193,0.8526619672775269
EQ021,What is a critical-infrastructure operational technology system?,Definition,,Low,Yes,It is a system that interacts with the physical environment to support critical-infrastructure operations.,GAO-24-107231,PDF p. 4,5,5,"A critical-infrastructure operational technology (OT) system is a system that interacts with the physical environment to provide essential services. These systems are integral to the operations of critical infrastructure sectors, such as transportation, energy, and water systems, and they face increasing cybersecurity risks due to their interconnections with information technology (IT) systems. These systems are vital for maintaining the functionality of essential services that underpin American society.",2134,83,2217,0.019600819999141,11.779788554000334,Qwen/Qwen3-8B,2026-08-28 09:50:31,False,False,True,False,509,5,True,0.8009088039398193,0.8664971590042114
EQ021,What is a critical-infrastructure operational technology system?,Definition,,Low,Yes,It is a system that interacts with the physical environment to support critical-infrastructure operations.,GAO-24-107231,PDF p. 4,6,6,"A critical-infrastructure operational technology system refers to systems that interact with the physical environment to provide essential services. These systems are integral to the operations of critical infrastructure sectors, such as transportation and oil and gas distribution, and are increasingly vulnerable to cybersecurity risks due to their interconnections with information technology systems.",2202,60,2262,0.019600819999141,9.94954823899934,Qwen/Qwen3-8B,2026-08-28 09:50:41,False,False,True,False,404,6,True,0.8009088039398193,0.8679368495941162
EQ021,What is a critical-infrastructure operational technology system?,Definition,,Low,Yes,It is a system that interacts with the physical environment to support critical-infrastructure operations.,GAO-24-107231,PDF p. 4,7,7,"A critical-infrastructure operational technology (OT) system refers to systems that interact with the physical environment to provide essential services. These systems are integral to the operations of critical infrastructure sectors, such as energy, transportation, and healthcare, and are increasingly vulnerable to cyber threats. The term ""operational technology"" encompasses systems that control and monitor physical processes, such as those found in pipelines, power grids, and manufacturing facilities. These systems are vital for maintaining the functionality and safety of critical infrastructure, and their cybersecurity is a significant concern due to the potential for serious harm to human safety, the environment, and the economy.",2885,123,3008,0.019600819999141,19.950756650000585,Qwen/Qwen3-8B,2026-08-28 09:51:01,False,False,True,False,743,7,True,0.8009088039398193,0.9425044655799866
EQ021,What is a critical-infrastructure operational technology system?,Definition,,Low,Yes,It is a system that interacts with the physical environment to support critical-infrastructure operations.,GAO-24-107231,PDF p. 4,8,8,"A critical-infrastructure operational technology system refers to systems that interact with the physical environment and are used by critical infrastructure sectors to support their missions. These systems are essential for providing services such as controlling distribution processes and production systems, and they face significant cybersecurity risks due to their increasing interconnections with information technology systems. Examples include systems found in sectors like energy, transportation, and healthcare, where operational technology plays a vital role in maintaining essential services.",3566,88,3654,0.019600819999141,19.10629426899959,Qwen/Qwen3-8B,2026-08-28 09:51:21,False,False,True,False,604,8,True,0.8009088039398193,0.9425044655799866
EQ021,What is a critical-infrastructure operational technology system?,Definition,,Low,Yes,It is a system that interacts with the physical environment to support critical-infrastructure operations.,GAO-24-107231,PDF p. 4,9,9,"A critical-infrastructure operational technology (OT) system refers to systems that interact with the physical environment to provide essential services. These systems are integral to the operations of critical infrastructure sectors, such as energy, transportation, water and wastewater systems, and others. Examples of OT systems include supervisory control and data acquisition systems, distributed control systems, and building automation systems. These systems are used to control and manage physical processes, such as distribution systems, production systems, and building utilities. They are increasingly vulnerable to cyber threats, which can lead to serious consequences for human safety, the environment, and the economy.",4014,121,4135,0.019600819999141,26.257960633999573,Qwen/Qwen3-8B,2026-08-28 09:51:47,False,False,True,False,732,9,True,0.8009088039398193,0.9505183696746826
EQ021,What is a critical-infrastructure operational technology system?,Definition,,Low,Yes,It is a system that interacts with the physical environment to support critical-infrastructure operations.,GAO-24-107231,PDF p. 4,10,10,"A critical-infrastructure operational technology (OT) system is a system that interacts with the physical environment to provide essential services. These systems are used across various critical infrastructure sectors, such as water distribution, oil and gas pipelines, electrical utility transmission, and transportation systems. Examples of OT systems include supervisory control and data acquisition systems, distributed control systems, and building automation systems. These systems are integral to the operation of critical infrastructure and are increasingly vulnerable to cyber threats, which can lead to serious consequences for human safety, the environment, and the economy.",4165,110,4275,0.019600819999141,25.96478096700048,Qwen/Qwen3-8B,2026-08-28 09:52:13,False,False,True,False,686,10,True,0.8009088039398193,0.9716185927391052
EQ022,What does supply chain risk management mean in the CrowdStrike outage context?,Definition,,Low,Yes,"It concerns managing risks introduced through products, software, and other suppliers that support an organization's systems.",GAO-24-107733,PDF p. 1,1,1,"In the CrowdStrike outage context, supply chain risk management refers to the process of identifying, assessing, and mitigating risks associated with the global and distributed nature of the ICT (information and communications technology) supply chain. This includes risks that could compromise the confidentiality, integrity, or availability of systems and information, such as threats from counterfeiters or vulnerabilities within the supply chain. The CrowdStrike outage highlights the importance of managing these risks, as it demonstrates how vulnerabilities in the supply chain can lead to widespread disruptions.",509,102,611,0.0175357060006717,10.426248969999506,Qwen/Qwen3-8B,2026-08-28 09:52:24,False,False,True,False,619,1,True,1.08836829662323,1.08836829662323
EQ022,What does supply chain risk management mean in the CrowdStrike outage context?,Definition,,Low,Yes,"It concerns managing risks introduced through products, software, and other suppliers that support an organization's systems.",GAO-24-107733,PDF p. 1,2,2,"In the CrowdStrike outage context, supply chain risk management refers to the process of identifying, assessing, and mitigating risks associated with the global and distributed nature of ICT (information and communications technology) product and service supply chains. It involves implementing foundational practices to secure the supply chain, such as designating oversight, identifying and documenting supply chains, and developing strategies to manage risks. These practices aim to prevent disruptions, protect against malicious actors, and ensure the integrity and availability of systems and information.",771,99,870,0.0175357060006717,10.635184248999394,Qwen/Qwen3-8B,2026-08-28 09:52:34,False,False,True,False,610,2,True,1.08836829662323,1.1495485305786133
EQ022,What does supply chain risk management mean in the CrowdStrike outage context?,Definition,,Low,Yes,"It concerns managing risks introduced through products, software, and other suppliers that support an organization's systems.",GAO-24-107733,PDF p. 1,3,3,"In the CrowdStrike outage context, supply chain risk management refers to the process of identifying, assessing, and mitigating risks associated with the global and distributed nature of the supply chain for information and communications technology (ICT) products and services. The CrowdStrike outage, which was caused by a faulty software update, highlights the vulnerabilities in supply chain risk management, as it demonstrates how issues within the supply chain—such as faulty updates—can lead to widespread system failures and disruptions. This aligns with broader concerns about supply chain risks, including the potential for malicious actors to exploit vulnerabilities in the supply chain, as seen in incidents like the SolarWinds attack. The incident underscores the importance of managing these risks to prevent similar large-scale disruptions.",1394,147,1541,0.0175357060006717,15.904343577999498,Qwen/Qwen3-8B,2026-08-28 09:52:50,False,False,True,False,855,3,True,1.08836829662323,1.2505766153335571
EQ022,What does supply chain risk management mean in the CrowdStrike outage context?,Definition,,Low,Yes,"It concerns managing risks introduced through products, software, and other suppliers that support an organization's systems.",GAO-24-107733,PDF p. 1,4,4,"Supply chain risk management in the CrowdStrike outage context refers to the process of identifying, assessing, and mitigating risks associated with the global and distributed nature of ICT (information and communications technology) product and service supply chains. The CrowdStrike outage, which occurred in July 2024, highlights the challenges in managing these risks, as a faulty software update led to widespread system failures, disrupting critical infrastructure operations. This incident underscores the importance of supply chain risk management practices, such as detecting counterfeit and compromised technology products before deployment, to prevent similar disruptions.",1932,112,2044,0.0175357060006717,13.610706028000097,Qwen/Qwen3-8B,2026-08-28 09:53:04,False,False,True,False,683,4,True,1.08836829662323,1.3280011415481567
EQ022,What does supply chain risk management mean in the CrowdStrike outage context?,Definition,,Low,Yes,"It concerns managing risks introduced through products, software, and other suppliers that support an organization's systems.",GAO-24-107733,PDF p. 1,5,5,"Supply chain risk management in the CrowdStrike outage context refers to the process of identifying, assessing, and mitigating risks associated with the global and distributed nature of ICT (information and communications technology) product and service supply chains. The CrowdStrike outage, which occurred in July 2024, highlights the vulnerabilities in supply chain risk management, as a faulty software update led to widespread system failures, affecting millions of Windows systems. This incident underscores the importance of managing supply chain risks to prevent disruptions in critical infrastructure and operations.",2427,105,2532,0.0175357060006717,15.133034127999965,Qwen/Qwen3-8B,2026-08-28 09:53:19,False,False,True,False,625,5,True,1.08836829662323,1.3543906211853027
EQ022,What does supply chain risk management mean in the CrowdStrike outage context?,Definition,,Low,Yes,"It concerns managing risks introduced through products, software, and other suppliers that support an organization's systems.",GAO-24-107733,PDF p. 1,6,6,"Supply chain risk management in the CrowdStrike outage context refers to the process of identifying, assessing, and mitigating risks associated with the global and distributed nature of the supply chain for information and communications technology (ICT) products and services. The CrowdStrike outage, which occurred in July 2024, was caused by a faulty software update that led to widespread system failures, disrupting critical infrastructure operations. This incident highlights the vulnerabilities in supply chain risk management, as it demonstrates how issues within the supply chain—such as faulty updates or compromised software—can have cascading effects on systems and operations. The incident underscores the importance of managing these risks to prevent similar disruptions and ensure the resilience of IT systems.",2626,141,2767,0.0175357060006717,20.153043610000168,Qwen/Qwen3-8B,2026-08-28 09:53:39,False,False,True,False,825,6,True,1.08836829662323,1.3649550676345825
EQ022,What does supply chain risk management mean in the CrowdStrike outage context?,Definition,,Low,Yes,"It concerns managing risks introduced through products, software, and other suppliers that support an organization's systems.",GAO-24-107733,PDF p. 1,7,7,"Supply chain risk management in the CrowdStrike outage context refers to the process of identifying, assessing, and mitigating risks associated with the global and distributed nature of information and communications technology (ICT) product and service supply chains. The CrowdStrike outage, which occurred in July 2024, highlights the vulnerabilities in supply chain risk management, as a faulty software update from CrowdStrike caused widespread system failures, disrupting critical infrastructure operations. This incident underscores the importance of managing supply chain risks to prevent similar disruptions and ensure the reliability and security of IT systems.",2936,111,3047,0.0175357060006717,18.431495942000765,Qwen/Qwen3-8B,2026-08-28 09:53:58,False,False,True,False,670,7,True,1.08836829662323,1.3668354749679565
EQ022,What does supply chain risk management mean in the CrowdStrike outage context?,Definition,,Low,Yes,"It concerns managing risks introduced through products, software, and other suppliers that support an organization's systems.",GAO-24-107733,PDF p. 1,8,8,"Supply chain risk management in the CrowdStrike outage context refers to the process of identifying, assessing, and mitigating risks associated with the global and distributed nature of information and communications technology (ICT) product and service supply chains. The CrowdStrike outage, which occurred in July 2024, highlights the vulnerabilities in supply chain risk management, as a faulty software update from CrowdStrike caused widespread system failures, impacting critical infrastructure and operations. This incident underscores the importance of managing supply chain risks to prevent similar disruptions and ensure the resilience of IT systems.",3671,110,3781,0.0175357060006717,22.599943118000738,Qwen/Qwen3-8B,2026-08-28 09:54:20,False,False,True,False,659,8,True,1.08836829662323,1.3722224235534668
EQ022,What does supply chain risk management mean in the CrowdStrike outage context?,Definition,,Low,Yes,"It concerns managing risks introduced through products, software, and other suppliers that support an organization's systems.",GAO-24-107733,PDF p. 1,9,9,"Supply chain risk management in the CrowdStrike outage context refers to the process of identifying, assessing, and mitigating risks associated with the global and distributed nature of supply chains, particularly in the context of information and communications technology (ICT) products and services. The CrowdStrike outage, which occurred in July 2024, was caused by a faulty software update that led to widespread system failures, affecting millions of Windows systems. This incident highlights the vulnerabilities in supply chain risk management, as it demonstrates how issues within the supply chain—such as faulty updates—can lead to significant disruptions. The context emphasizes the importance of managing these risks to prevent similar incidents and ensure the resilience of critical systems.",4404,139,4543,0.0175357060006717,31.83306297500076,Qwen/Qwen3-8B,2026-08-28 09:54:52,False,False,True,False,803,9,True,1.08836829662323,1.3722224235534668
EQ022,What does supply chain risk management mean in the CrowdStrike outage context?,Definition,,Low,Yes,"It concerns managing risks introduced through products, software, and other suppliers that support an organization's systems.",GAO-24-107733,PDF p. 1,10,10,,0,0,0,0.0175357060006717,0.0,Qwen/Qwen3-8B,2026-08-28 09:55:00,True,True,False,False,0,10,True,1.08836829662323,1.3791027069091797
EQ023,What is the Wall of Receipts?,Definition,,Low,Yes,"It is DOGE's web page for posting estimated savings from terminated contracts, grants, and leases.",GAO-26-108615,PDF p. 2,1,1,"The Wall of Receipts refers to a report titled ""DOGE WALL OF RECEIPTS: More Transparency Needed on How Savings Are Derived from Contract, Grant, and Lease Terminations,"" which was prepared by the United States Government Accountability Office (GAO) and released in August 2026 under the report number GAO-26-108615. The report addresses the need for greater transparency regarding the savings derived from the termination of contracts, grants, and leases.",179,101,280,0.0184351729994887,9.795935855999232,Qwen/Qwen3-8B,2026-08-28 09:55:10,False,False,True,False,455,1,True,0.7495755553245544,0.7495755553245544
EQ023,What is the Wall of Receipts?,Definition,,Low,Yes,"It is DOGE's web page for posting estimated savings from terminated contracts, grants, and leases.",GAO-26-108615,PDF p. 2,2,2,"The Wall of Receipts is a data display that provides information on the estimated savings derived from the termination of contracts, grants, and leases by the United States Department of Energy (DOGE). However, the data quality issues and limitations associated with the Wall of Receipts are noted, as some savings estimates are incorrect or lack supporting evidence. The report recommends that known data quality issues and limitations should be prominently displayed on the Wall of Receipts to enhance its value for policymakers and the public.",630,98,728,0.0184351729994887,9.710785666000447,Qwen/Qwen3-8B,2026-08-28 09:55:20,False,False,True,False,546,2,True,0.7495755553245544,0.7716176509857178
EQ023,What is the Wall of Receipts?,Definition,,Low,Yes,"It is DOGE's web page for posting estimated savings from terminated contracts, grants, and leases.",GAO-26-108615,PDF p. 2,3,3,"The Wall of Receipts is a data display that provides information on the estimated savings derived from the termination of contracts, grants, and leases by the United States Department of Energy (DOGE). However, the data quality issues and limitations associated with the Wall of Receipts are noted, as some savings estimates are incorrect or lack supporting evidence. These data limitations are important for policymakers and the public to interpret the information accurately.",786,84,870,0.0184351729994887,9.24626415700004,Qwen/Qwen3-8B,2026-08-28 09:55:29,False,False,True,False,477,3,True,0.7495755553245544,0.7817724943161011
EQ023,What is the Wall of Receipts?,Definition,,Low,Yes,"It is DOGE's web page for posting estimated savings from terminated contracts, grants, and leases.",GAO-26-108615,PDF p. 2,4,4,"The Wall of Receipts is a data listing that presents information on contracts, grants, and leases that the Department of Government Efficiency (DOGE) claims have been terminated, along with associated savings estimates. It was introduced by DOGE, which was established on January 20, 2025, and aimed to provide a transparent and digestible manner of presenting savings data from the termination of these agreements. The Wall of Receipts was updated until January 1, 2026, even after the formal mission of DOGE ended on July 4, 2026. The data, however, has been noted to have limitations and inaccuracies, with some savings estimates lacking supporting evidence. The report highlights the need for prominently displaying these data limitations to enhance the value and reliability of the Wall of Receipts for policymakers and the public.",1599,174,1773,0.0184351729994887,19.378618728999754,Qwen/Qwen3-8B,2026-08-28 09:55:49,False,False,True,False,836,4,True,0.7495755553245544,0.8514973521232605
EQ023,What is the Wall of Receipts?,Definition,,Low,Yes,"It is DOGE's web page for posting estimated savings from terminated contracts, grants, and leases.",GAO-26-108615,PDF p. 2,5,5,"The Wall of Receipts is a data listing that presents information on contracts, grants, and leases that the Department of Government Efficiency (DOGE) claims have been terminated, along with associated savings estimates. It was introduced by DOGE in February 2025 and continued to be updated until January 1, 2026. The purpose of the Wall of Receipts is to provide policymakers and the public with information on estimated savings from the termination of these agreements, aiming to present the data in a transparent and digestible manner. However, the report highlights that some savings estimates may be incorrect or lack supporting evidence, and data quality issues limit the value of the Wall of Receipts.",1697,141,1838,0.0184351729994887,16.00457899200046,Qwen/Qwen3-8B,2026-08-28 09:56:05,False,False,True,False,708,5,True,0.7495755553245544,0.8658841848373413
EQ023,What is the Wall of Receipts?,Definition,,Low,Yes,"It is DOGE's web page for posting estimated savings from terminated contracts, grants, and leases.",GAO-26-108615,PDF p. 2,6,6,"The Wall of Receipts is a data listing that presents information on contracts, grants, and leases that the Department of Government Efficiency (DOGE) claims have been terminated, along with associated savings estimates. It was introduced by DOGE, which was established in January 2025, and the first savings estimates were released in February 2025. The Wall of Receipts was updated until January 1, 2026, and as of July 7, 2026, it remained live despite the formal mission of DOGE coming to an end. The data aims to provide transparency on savings derived from the termination of these agreements, though the report highlights data quality issues and limitations in the estimates.",2366,149,2515,0.0184351729994887,19.71333818899984,Qwen/Qwen3-8B,2026-08-28 09:56:24,False,False,True,False,681,6,True,0.7495755553245544,0.8871193528175354
EQ023,What is the Wall of Receipts?,Definition,,Low,Yes,"It is DOGE's web page for posting estimated savings from terminated contracts, grants, and leases.",GAO-26-108615,PDF p. 2,7,7,"The Wall of Receipts is a data listing that presents information on contracts, grants, and leases that the Department of Government Efficiency (DOGE) claims have been terminated, along with associated savings estimates. It was introduced by DOGE, which was established in January 2025, and the Wall of Receipts was updated until January 1, 2026. The data is intended to provide transparency regarding savings from the termination of these agreements. However, the report highlights that the Wall of Receipts does not sufficiently disclose data limitations and issues affecting data quality, which can impact the reliability and interpretation of the savings estimates.",2725,129,2854,0.0184351729994887,19.352461448000213,Qwen/Qwen3-8B,2026-08-28 09:56:44,False,False,True,False,668,7,True,0.7495755553245544,0.897331953048706
