ID,Question,K,Complexity,Answerable,Generated_Answer,Prompt_Tokens,Generated_Tokens,Total_Tokens,Generation_Time_Seconds,Source_Document,Source_Page
EQ070,Compare the Navy's DDG 1000 modernization schedule challenge with its missile-production challenge.,2,High,Yes,"The Navy's DDG 1000 modernization schedule challenge is characterized by delays in completing the modernization and CPS missile integration work on the DDG 1000 class destroyers. Originally planned to be completed in September 2025, the program now expects to finish the BYMP for the DDG 1000 in the fourth quarter of fiscal year 2026, which is a delay of 10 months. Additionally, the modernization of the first ship in the class, USS Zumwalt (DDG 1000), was 94 percent complete as of January 2026 but was behind schedule due to unplanned work.

The missile-production challenge involves the CPS program encountering quality and production issues, which have resulted in the current production rate being well below the goal of 12 missile rounds per year. The CPS effort was originally scheduled to begin flight testing on the DDG 1000 class in 2025 but is now planned for 2027 due to funding and testing challenges. The program also faces challenges in sustaining and maintaining the unique systems of the DDG 1000 class ships, which are costly and difficult to maintain.",1269,256,1525,26.02553691399953,GAO-26-107974,PDF p. 2
EQ070,Compare the Navy's DDG 1000 modernization schedule challenge with its missile-production challenge.,3,High,Yes,"The Navy's DDG 1000 modernization schedule challenge involves delays in completing the build yard modernization period (BYMP) for the DDG 1000 class destroyers, which was initially planned to be completed in September 2025 but is now expected to be finished in the fourth quarter of fiscal year 2026, a delay of 10 months. This delay is attributed to increased costs and schedule performance degradation, with the program increasing its estimate to upgrade all three ships from $1.8 billion to at least $2 billion. Additionally, the modernization of the first ship, USS Zumwalt (DDG 1000), was 94 percent complete as of January 2026 but was behind schedule due to unplanned work.

The missile-production challenge, specifically related to the Conventional Prompt Strike (CPS) hypersonic missile, includes issues such as quality and production challenges that have resulted in the current production rate being well below the goal of 12 missile rounds per year. The CPS program was originally scheduled to begin flight testing on the DDG 1000 class in 2025 but has been delayed to 2027 due to funding",1568,256,1824,26.92492732500068,GAO-26-107974,PDF p. 2
EQ070,Compare the Navy's DDG 1000 modernization schedule challenge with its missile-production challenge.,5,High,Yes,"The Navy's DDG 1000 modernization schedule challenge is characterized by delays in completing the build yard modernization period (BYMP) for the DDG 1000 class destroyers, which has been extended to the fourth quarter of fiscal year 2026, a delay of 10 months from earlier plans. The modernization includes integrating the Conventional Prompt Strike (CPS) missile system, which has faced issues such as rising costs, reliability problems with the DDG 1000 class ships, and challenges in production and testing. The program has also seen an increase in the estimated cost for upgrading all three ships from $1.8 billion to at least $2 billion.

The missile-production challenge, specifically related to the CPS missile, involves production issues that have resulted in the current production rate being well below the goal of 12 missile rounds per year. Additionally, the original plan to begin flight testing of the CPS missile on the DDG 1000 class in 2025 has been delayed to 2027 due to funding and testing challenges. The CPS program also faces quality and production issues, which contribute to the overall schedule and cost challenges. The Navy and Army, which share",2300,256,2556,30.34449026599941,GAO-26-107974,PDF p. 2
EQ070,Compare the Navy's DDG 1000 modernization schedule challenge with its missile-production challenge.,6,High,Yes,"The Navy's DDG 1000 modernization schedule challenge involves delays in completing the Build Yard Modernization Period (BYMP) for the DDG 1000 class destroyers, which are being modified to host the Conventional Prompt Strike (CPS) hypersonic missile. The program initially planned to complete the BYMP for the DDG 1000 by September 2025, but this has been delayed to the fourth quarter of fiscal year 2026, a 10-month delay. The challenges include rising costs, schedule delays, reliability issues with the DDG 1000 class destroyers, and production challenges for the CPS missile.

The missile-production challenge for the CPS program includes quality and production issues that have resulted in the current production rate being well below the goal of 12 missile rounds per year. Additionally, the original plan to begin flight testing of the CPS missile on the DDG 1000 class in 2025 has been delayed to 2027 due to funding and testing challenges. The Navy and Army, which are responsible for different aspects of the CPS program, do not have a comprehensive strategy for fielding the CPS capability, which contributes to ineff",2525,256,2781,32.32632983900112,GAO-26-107974,PDF p. 2
EQ070,Compare the Navy's DDG 1000 modernization schedule challenge with its missile-production challenge.,7,High,Yes,"The Navy's DDG 1000 modernization schedule challenge is characterized by delays and increased costs. The program was initially expected to complete the Build Yard Modernization Period (BYMP) for the DDG 1000 by September 2025, but this has been delayed to the fourth quarter of fiscal year 2026, a delay of 10 months. The modernization includes installing the Conventional Prompt Strike (CPS) hypersonic missile system, which has faced challenges such as rising costs, reliability issues with the DDG 1000 class destroyers, and production challenges. The program has increased its estimate for upgrading all three ships from $1.8 billion to at least $2 billion.

In comparison, the missile-production challenge for the CPS program involves issues with quality and production, which have resulted in the CPS flight testing being delayed from 2025 to 2027. The CPS program also faces challenges in meeting the production goal of 12 missile rounds per year. Additionally, the Navy and Army, which are both involved in the CPS program, do not have a comprehensive strategy for fielding the CPS capability, leading to inefficiencies and delays in investment decisions and production coordination.",3025,256,3281,36.65358607000053,GAO-26-107974,PDF p. 2
EQ070,Compare the Navy's DDG 1000 modernization schedule challenge with its missile-production challenge.,8,High,Yes,"The Navy's DDG 1000 modernization schedule challenge is characterized by delays and increased costs. The program was initially expected to complete the Build Yard Modernization Period (BYMP) for the DDG 1000 by September 2025, but this has been delayed to the fourth quarter of fiscal year 2026, a delay of 10 months. The modernization includes installing the vertical launch system for the Conventional Prompt Strike (CPS) hypersonic missile, which has faced challenges such as unplanned work, unique systems on the DDG 1000 class that are costly and difficult to maintain, and issues with the CPS missile production.

The missile-production challenge is also significant. The CPS program has encountered quality and production issues, resulting in a production rate well below the goal of 12 missile rounds per year. The CPS missile's development and testing have been delayed, with flight testing originally planned for 2025 but now scheduled for 2027 due to funding and testing challenges. Additionally, the Navy and Army are developing similar hypersonic capabilities, and the lack of a comprehensive strategy across programs has contributed to inefficiencies and delays in production and sustainment. The total estimated cost",3630,256,3886,42.05096033200061,GAO-26-107974,PDF p. 2
EQ070,Compare the Navy's DDG 1000 modernization schedule challenge with its missile-production challenge.,9,High,Yes,"The Navy's DDG 1000 modernization schedule challenge is characterized by delays and increased costs. The program was initially expected to complete the Build Yard Modernization Period (BYMP) for the DDG 1000 by September 2025, but this has been delayed to the fourth quarter of fiscal year 2026, a delay of 10 months. The modernization includes installing the vertical launch system for the Conventional Prompt Strike (CPS) hypersonic missile. The program has also faced challenges with the reliability of the DDG 1000 class destroyers, which have unique systems that are costly and difficult to sustain and maintain. Additionally, the cost estimate for upgrading all three ships has increased from $1.8 billion to at least $2 billion.

The missile-production challenge, specifically for the CPS missile, involves production issues and quality concerns that have resulted in the current production rate being well below the goal of 12 missile rounds per year. The CPS program was originally scheduled to begin flight testing on the DDG 1000 class in 2025 but has been delayed to 2027 due to funding and testing challenges. The Navy and Army, which are responsible",4223,256,4479,48.01365414400061,GAO-26-107974,PDF p. 2
EQ070,Compare the Navy's DDG 1000 modernization schedule challenge with its missile-production challenge.,10,High,Yes,"The Navy's DDG 1000 modernization schedule challenge is characterized by delays and cost overruns. The program was initially expected to complete the Build Yard Modernization Period (BYMP) for the DDG 1000 by September 2025, but this has been delayed to the fourth quarter of fiscal year 2026, a 10-month delay. The modernization involves significant changes to the hull and ship systems to accommodate the Conventional Prompt Strike (CPS) hypersonic missile. The Navy has also faced challenges with the reliability of the DDG 1000 class destroyers, which have unique systems that are costly and difficult to sustain. Additionally, the program has experienced unplanned work, which has contributed to the schedule delays.

In comparison, the missile-production challenge for the CPS program involves issues with quality and production, which have resulted in the production rate being well below the goal of 12 missile rounds per year. The CPS program was originally scheduled to begin flight testing on the DDG 1000 class in 2025, but this has been delayed to 2027 due to funding and testing challenges. The Navy and Army are developing their versions of the CPS",4491,256,4747,50.995195175000845,GAO-26-107974,PDF p. 2
EQ073,Summarize GAO's assessment of the National Cybersecurity Strategy and its implementation plan.,8,Medium,Yes,"The GAO assessed that the National Cybersecurity Strategy and its implementation plan fully addressed four of the six desirable characteristics of a national strategy. These characteristics included purpose, scope, and methodology; problem definition and risk assessment; integration and implementation; and organizational roles, responsibilities, and coordination. The strategy and implementation plan detailed the purpose of the strategy, which is to better secure cyberspace and ensure the United States is in the strongest possible position to realize the benefits of the digital future. The scope of the strategy was outlined through five pillars and 27 strategic objectives, with the implementation plan further breaking these down into 69 initiatives for the federal government to carry out. The strategy and implementation plan also described the process by which it was developed, involving a broad, interagency team and consultation with the private sector and civil society. Regarding problem definition and risk assessment, the strategy addressed the particular national problems and threats it was directed toward, including a risk assessment of threats to and vulnerabilities of critical assets and operations. The strategy and implementation plan also included mechanisms for tracking progress, such as monthly check-in meetings with agencies and setting priorities and milestones for each initiative. However, the strategy and implementation plan did not include outcome-oriented performance measures for the initiatives or for the overall objectives of the strategy",3245,256,3501,38.65444128399941,GAO-24-106916,PDF p. 2
EQ078,Summarize the key findings on Treasury debt management and fiscal risk.,4,High,Yes,"The key findings on Treasury debt management and fiscal risk include the following points:

1. Congress has a critical role in addressing risks to the Treasury market stemming from the unsustainable fiscal path and the debt limit. Recommendations include developing a fiscal strategy to manage the structural imbalance between spending and revenue and replacing the current debt limit process with an approach that links debt decisions to revenue and spending decisions at the time they are made.

2. Growing interest costs pose a risk to U.S. fiscal sustainability, as they consume an increasing share of revenue, leaving less money for government to save or use in emergencies. This could impair the government's ability to respond effectively to fiscal shocks.

3. Treasury faces challenges such as uncertain borrowing needs, rising borrowing and refinancing needs, maintaining investor demand for Treasury securities, and disruptions to Treasury market liquidity. Treasury's debt management strategies aim to address these challenges.

4. Treasury's strategies include analyzing fiscal forecasts, issuing a variety of securities in a regular and predictable manner, and monitoring secondary market activity. These strategies align with guidelines from the World Bank and the International Monetary Fund on good public debt management.

5. Delays in raising the statutory debt limit are identified as a major challenge, disrupting normal borrowing operations and posing risks to the Treasury market. Treasury's ability to address",1531,256,1787,27.02304799600006,GAO-26-107529,PDF pp. 2-3
EQ078,Summarize the key findings on Treasury debt management and fiscal risk.,5,High,Yes,"The key findings on Treasury debt management and fiscal risk include the following:

1. **Fiscal Strategy and Debt Limit**: Congress has a critical role in addressing fiscal risks stemming from the unsustainable fiscal path. Recommendations include developing a fiscal strategy to manage the imbalance between spending and revenue and replacing the current debt limit process with one that links debt decisions to revenue and spending decisions at the time they are made.

2. **Challenges in Debt Management**: Treasury faces challenges such as uncertain borrowing needs, rising borrowing and refinancing needs, maintaining investor demand for Treasury securities, and disruptions to market liquidity. Delays in raising the statutory debt limit are identified as a major challenge, disrupting normal borrowing operations and posing risks to the Treasury market.

3. **Debt Management Strategies**: Treasury employs strategies such as analyzing fiscal forecasts, issuing a variety of securities in a regular and predictable manner, and monitoring secondary market activity. These strategies align with guidelines from the World Bank and International Monetary Fund, emphasizing transparency, broad investor base, dialogue with investors, and an efficient secondary market.

4. **Debt Composition**: The mix of short-, medium-, and long-term securities has shifted in response to fiscal conditions and investor demand. From fiscal years 2014 through 2025, the share",1879,256,2135,27.65002453000011,GAO-26-107529,PDF pp. 2-3
EQ078,Summarize the key findings on Treasury debt management and fiscal risk.,6,High,Yes,"The key findings on Treasury debt management and fiscal risk include the following:

1. **Fiscal Strategy and Debt Limit**: Congress has a critical role in addressing fiscal risks stemming from the unsustainable fiscal path. Recommendations include developing a fiscal strategy to manage the structural imbalance between spending and revenue and replacing the current debt limit process with one that links debt decisions to revenue and spending decisions at the time they are made.

2. **Interest Costs and Fiscal Sustainability**: Growing interest costs pose a significant risk to fiscal sustainability. As a larger share of revenue is used to pay interest, less money is available for other government needs, such as responding to emergencies. The net interest cost as a share of GDP is projected to rise, increasing the financial burden on the government.

3. **Debt Management Challenges**: Treasury faces challenges such as uncertain borrowing needs, rising borrowing and refinancing needs, maintaining investor demand for Treasury securities, and disruptions to market liquidity. Delays in raising the statutory debt limit are identified as a major challenge, disrupting normal borrowing operations and posing risks to the Treasury market.

4. **Debt Composition and Strategies**: Treasury has adjusted the composition of debt outstanding in response to fiscal conditions and investor demand. The share of short-term debt (bills) has increased, while the share of",2408,256,2664,31.147411781000077,GAO-26-107529,PDF pp. 2-3
EQ078,Summarize the key findings on Treasury debt management and fiscal risk.,7,High,Yes,"The key findings on Treasury debt management and fiscal risk include the following:

1. **Fiscal Strategy and Debt Limit Process**: Congress is urged to develop a fiscal strategy to address the structural imbalance between spending and revenue and to replace the current debt limit process with one that links debt decisions to revenue and spending decisions at the time they are made. This is seen as critical to managing risks to the Treasury market and ensuring the continued demand for Treasury securities.

2. **Interest Costs and Fiscal Sustainability**: Growing interest costs pose a significant risk to fiscal sustainability. As a larger share of revenue is used to pay interest, less money is available for other government needs, such as responding to emergencies. The net interest cost for fiscal year 2025 was over $970 billion, which exceeded spending for some major federal programs.

3. **Debt Composition and Management Strategies**: Treasury has adjusted the composition of its debt portfolio, increasing the share of short-term debt (bills) and decreasing the share of long-term debt (bonds). This shift is intended to balance borrowing costs and risks, keeping interest costs low while minimizing rollover risk. Treasury's strategies include issuing a variety of securities in a predictable manner and monitoring secondary market activity, which aligns with international guidelines for good",3007,256,3263,36.401433951999934,GAO-26-107529,PDF pp. 2-3
EQ078,Summarize the key findings on Treasury debt management and fiscal risk.,8,High,Yes,"The key findings on Treasury debt management and fiscal risk include the following:

1. **Fiscal Sustainability and Interest Costs**: Growing interest costs pose a significant risk to U.S. fiscal sustainability. As a larger share of revenue is used to pay interest, less money is available for government spending on emergencies or other needs. The net interest cost as a share of GDP is projected to rise, which could impair the government's ability to respond to fiscal shocks.

2. **Debt Management Challenges**: Treasury faces challenges such as uncertain borrowing needs, rising borrowing and refinancing needs, maintaining investor demand for Treasury securities, and disruptions to market liquidity. Delays in raising the statutory debt limit are also a major challenge, as they disrupt normal borrowing operations and pose risks to the Treasury market.

3. **Debt Composition and Strategies**: Treasury has adjusted the composition of its debt portfolio, increasing the share of short-term debt (bills) and decreasing the share of longer-term debt (notes and bonds). This shift is intended to balance costs and risks, keeping interest costs low while minimizing rollover risk. Treasury's strategies include issuing a variety of securities in a regular and predictable manner, analyzing fiscal forecasts, and monitoring secondary market activity.

4. **Investor Demand and Market Functioning**: Maint",3351,256,3607,39.64895506700009,GAO-26-107529,PDF pp. 2-3
EQ078,Summarize the key findings on Treasury debt management and fiscal risk.,9,High,Yes,"The key findings on Treasury debt management and fiscal risk include the following points:

1. **Fiscal Sustainability Risks**: Growing interest costs pose a significant risk to U.S. fiscal sustainability. As a larger share of revenue is used to pay interest, less money is available for government spending on other priorities, such as responding to emergencies or recessions.

2. **Challenges in Debt Management**: Treasury faces several challenges, including uncertain borrowing needs, rising borrowing and refinancing needs, maintaining investor demand for Treasury securities, and disruptions to market liquidity. Delays in raising the statutory debt limit are also identified as a major challenge, disrupting normal borrowing operations and posing risks to the Treasury market.

3. **Debt Composition Adjustments**: From fiscal years 2014 through 2025, the composition of debt outstanding has shifted, with an increase in the share of bills and bonds, and a decline in the share of notes. This shift is intended to balance costs and risks, keeping interest costs low while minimizing rollover risk.

4. **Strategies for Managing Debt**: Treasury employs strategies such as analyzing fiscal forecasts, issuing a variety of securities in a regular and predictable manner, and monitoring secondary market activity. These strategies align with guidelines from the World Bank and the",3450,256,3706,40.264058893999845,GAO-26-107529,PDF pp. 2-3
EQ078,Summarize the key findings on Treasury debt management and fiscal risk.,10,High,Yes,"The key findings on Treasury debt management and fiscal risk include the following:

1. **Fiscal Sustainability and Interest Costs**: Growing interest costs pose a significant risk to U.S. fiscal sustainability. As a larger share of government revenue is used to pay interest, less money is available for other government needs, such as responding to emergencies or recessions.

2. **Challenges in Debt Management**: Treasury faces several challenges, including uncertain borrowing needs, rising borrowing and refinancing needs, maintaining investor demand for Treasury securities, and disruptions to market liquidity. Delays in raising the statutory debt limit are also identified as a major challenge, disrupting normal borrowing operations and posing risks to the Treasury market.

3. **Debt Composition and Strategies**: Treasury has adjusted its debt composition from fiscal years 2014 through 2025, increasing the share of bills and bonds while decreasing the share of notes. This strategy helps keep interest costs low and minimizes rollover risk. Treasury's strategies are consistent with guidelines from the World Bank and the International Monetary Fund, emphasizing transparency, investor base diversification, and efficient secondary market operations.

4. **Borrowing Needs and Market Demand**: Treasury's borrowing needs have increased significantly, with borrowing needs in fiscal year 2025 equal",4127,256,4383,47.101539582999976,GAO-26-107529,PDF pp. 2-3
EQ079,Summarize the Navy's hypersonic modernization findings.,6,High,Yes,"The Navy's hypersonic modernization findings indicate that the Navy is behind schedule in modernizing three DDG 1000 Zumwalt class destroyers to host the Conventional Prompt Strike (CPS) hypersonic missile. As of January 2026, the modernization of the first ship, USS Zumwalt (DDG 1000), was 94 percent complete but delayed due to unplanned work. The CPS program, which is designed to be launched from surface ships or submarines, faces challenges including funding and testing issues, which have pushed the planned start of flight testing on the DDG 1000 class from 2025 to 2027. Additionally, the CPS program has encountered quality and production issues, resulting in a production rate well below the goal of 12 missile rounds per year. The Navy plans to field the CPS system on Zumwalt class destroyers starting in the late-2020s and then on Virginia class submarines in the early 2030s. The Army is developing its own version of the CPS, called the Long-Range Hypersonic Weapon (LRHW), and both services are working on shared components. However, the Navy and Army",2172,256,2428,29.72994965199996,GAO-26-107974,PDF pp. 2-3
EQ079,Summarize the Navy's hypersonic modernization findings.,7,High,Yes,"The Navy's hypersonic modernization findings indicate that the Navy is behind schedule in modernizing three DDG 1000 Zumwalt class destroyers to host the Conventional Prompt Strike (CPS) hypersonic missile. As of January 2026, the modernization of the first ship, USS Zumwalt (DDG 1000), was 94 percent complete but delayed due to unplanned work. The CPS program, which is a boost-glide hypersonic missile, faces challenges including funding and testing issues, which have pushed the planned start of flight testing on the DDG 1000 class from 2025 to 2027. Additionally, the CPS program has encountered quality and production issues, resulting in a production rate well below the goal of 12 missile rounds per year. The Navy plans to field the CPS system on Zumwalt class destroyers starting in the late-2020s and then on Virginia class submarines in the early 2030s. The Navy and Army are jointly developing the same missile, with the Navy referring to it as CPS and the Army as the Long-Range Hypersonic Weapon (LRHW). However, the services manage investment",2376,256,2632,31.122561688000133,GAO-26-107974,PDF pp. 2-3
EQ079,Summarize the Navy's hypersonic modernization findings.,8,High,Yes,"The Navy's hypersonic modernization findings indicate that the Navy is behind schedule in modernizing three DDG 1000 Zumwalt class destroyers to host the Conventional Prompt Strike (CPS) hypersonic missile. As of January 2026, the modernization of the first ship, USS Zumwalt (DDG 1000), was 94 percent complete but delayed due to unplanned work. The CPS program, which is a boost-glide hypersonic missile, faces challenges including funding and testing issues, with flight testing originally planned for 2025 now delayed to 2027. Additionally, the CPS program has encountered quality and production issues, resulting in a production rate well below the goal of 12 missile rounds per year. The Navy plans to field the CPS system on Zumwalt class destroyers starting in the late-2020s and then on Virginia class submarines in the early 2030s. The Army is developing its own version of the CPS, called the Long-Range Hypersonic Weapon (LRHW), and both services are working on shared responsibilities, such as producing the missile glide body. However, the Navy and Army manage investment decisions separately, leading",2440,256,2696,31.72863551799992,GAO-26-107974,PDF pp. 2-3
EQ079,Summarize the Navy's hypersonic modernization findings.,9,High,Yes,"The Navy's hypersonic modernization findings indicate that the Navy is behind schedule in modernizing three DDG 1000 Zumwalt class destroyers to host the Conventional Prompt Strike (CPS) hypersonic missile. As of January 2026, the modernization of the first ship, USS Zumwalt (DDG 1000), was 94 percent complete but still behind schedule due to unplanned work. The DDG 1000 class ships have unique systems that are costly and difficult to sustain and maintain. The CPS effort was originally scheduled to begin flight testing on the DDG 1000 class in 2025 but is now planned for 2027 due to funding and testing challenges. The CPS program has also encountered quality and production issues, resulting in a production rate well below the goal of 12 missile rounds per year. The Navy plans to field the CPS system on Zumwalt class destroyers starting in the late-2020s and then on Virginia class submarines in the early 2030s. The Navy and Army are jointly developing and fielding the same missile, with the Navy referring to it as CPS and the Army as the",2940,256,3196,35.93980869300003,GAO-26-107974,PDF pp. 2-3
EQ079,Summarize the Navy's hypersonic modernization findings.,10,High,Yes,"The Navy's hypersonic modernization findings indicate that the Navy is behind schedule in modernizing three DDG 1000 Zumwalt class destroyers to host the Conventional Prompt Strike (CPS) hypersonic missile. As of January 2026, the modernization of the first ship, USS Zumwalt (DDG 1000), was 94 percent complete but still behind schedule due to unplanned work. The DDG 1000 class ships have unique systems that are costly and difficult to sustain and maintain. The CPS effort was originally scheduled to begin flight testing on the DDG 1000 class in 2025 but is now planned for 2027 due to funding and testing challenges. The CPS program has also encountered quality and production issues, resulting in a production rate well below the goal of 12 missile rounds per year. The Navy plans to add the CPS missile system to some Virginia class submarines. The Army is developing its own version of the CPS, called the Long-Range Hypersonic Weapon, and is responsible for producing the missile glide body for both services. The Navy and Army officials coordinate with each other, but the services largely manage investment decisions for these programs",3208,256,3464,38.38733390599964,GAO-26-107974,PDF pp. 2-3
EQ087,How do NIH security deficiencies connect to the five core security functions described in its report?,5,High,Yes,"The NIH security deficiencies are connected to the five core security functions described in the report as follows:

1. **Identify**: There were 12 information security program deficiencies related to identifying risk. GAO made 26 recommendations for this core function, but no system control deficiencies were identified for this function.

2. **Protect**: There were 4 information security program deficiencies related to protecting systems from threats and vulnerabilities. GAO made 6 recommendations for this core function, and there were 78 system control deficiencies related to this function, with 141 recommendations.

3. **Detect**: There were 5 information security program deficiencies related to detecting cyber security events. GAO made 11 recommendations for this core function, and there were 5 system control deficiencies related to this function, with 11 recommendations.

4. **Respond**: There were 7 information security program deficiencies related to responding to cyber security events. GAO made 16 recommendations for this core function, and there was 1 system control deficiency related to this function, with 1 recommendation.

5. **Recover**: There were 4 information security program deficiencies related to recovering system operations. GAO made 7 recommendations for this core function, and no system control deficiencies were identified",2627,256,2883,33.27327587799982,GAO-22-104467; GAO-16-885T,PDF pp. 1; 2
