ID,Question,Reference_Answer,Expected_Source_Document,Expected_Source_Page,K,Expected_Sources,Retrieved_Sources,Document_Coverage,Page_Coverage,All_Documents_Found,All_Pages_Found,Retrieval_Time_Seconds
EQ016,What does operational technology mean in the cybersecurity reports?,Operational technology consists of systems and devices that control physical distribution or production processes.,GAO-24-106576,PDF p. 2,1,"[{""evaluation_document"": ""GAO-24-106576"", ""indexed_document"": ""d24106576.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""d24106576.pdf"", ""page"": 9, ""distance"": 0.6102873682975769}]",1.0,0.0,True,False,0.0117459999746643
EQ016,What does operational technology mean in the cybersecurity reports?,Operational technology consists of systems and devices that control physical distribution or production processes.,GAO-24-106576,PDF p. 2,2,"[{""evaluation_document"": ""GAO-24-106576"", ""indexed_document"": ""d24106576.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""d24106576.pdf"", ""page"": 9, ""distance"": 0.6102873682975769}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 45, ""distance"": 0.6203295588493347}]",1.0,0.0,True,False,0.01213730004383251
EQ016,What does operational technology mean in the cybersecurity reports?,Operational technology consists of systems and devices that control physical distribution or production processes.,GAO-24-106576,PDF p. 2,3,"[{""evaluation_document"": ""GAO-24-106576"", ""indexed_document"": ""d24106576.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""d24106576.pdf"", ""page"": 9, ""distance"": 0.6102873682975769}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 45, ""distance"": 0.6203295588493347}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 13, ""distance"": 0.7756228446960449}]",1.0,0.0,True,False,0.011460899957455695
EQ016,What does operational technology mean in the cybersecurity reports?,Operational technology consists of systems and devices that control physical distribution or production processes.,GAO-24-106576,PDF p. 2,4,"[{""evaluation_document"": ""GAO-24-106576"", ""indexed_document"": ""d24106576.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""d24106576.pdf"", ""page"": 9, ""distance"": 0.6102873682975769}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 45, ""distance"": 0.6203295588493347}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 13, ""distance"": 0.7756228446960449}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 5, ""distance"": 0.7992942929267883}]",1.0,0.0,True,False,0.011394099972676486
EQ016,What does operational technology mean in the cybersecurity reports?,Operational technology consists of systems and devices that control physical distribution or production processes.,GAO-24-106576,PDF p. 2,5,"[{""evaluation_document"": ""GAO-24-106576"", ""indexed_document"": ""d24106576.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""d24106576.pdf"", ""page"": 9, ""distance"": 0.6102873682975769}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 45, ""distance"": 0.6203295588493347}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 13, ""distance"": 0.7756228446960449}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 5, ""distance"": 0.7992942929267883}, {""rank"": 5, ""document"": ""d24106576.pdf"", ""page"": 12, ""distance"": 0.8008348941802979}]",1.0,0.0,True,False,0.011832799995318055
EQ016,What does operational technology mean in the cybersecurity reports?,Operational technology consists of systems and devices that control physical distribution or production processes.,GAO-24-106576,PDF p. 2,6,"[{""evaluation_document"": ""GAO-24-106576"", ""indexed_document"": ""d24106576.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""d24106576.pdf"", ""page"": 9, ""distance"": 0.6102873682975769}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 45, ""distance"": 0.6203295588493347}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 13, ""distance"": 0.7756228446960449}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 5, ""distance"": 0.7992942929267883}, {""rank"": 5, ""document"": ""d24106576.pdf"", ""page"": 12, ""distance"": 0.8008348941802979}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 4, ""distance"": 0.8070334196090698}]",1.0,0.0,True,False,0.011794199992436916
EQ016,What does operational technology mean in the cybersecurity reports?,Operational technology consists of systems and devices that control physical distribution or production processes.,GAO-24-106576,PDF p. 2,7,"[{""evaluation_document"": ""GAO-24-106576"", ""indexed_document"": ""d24106576.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""d24106576.pdf"", ""page"": 9, ""distance"": 0.6102873682975769}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 45, ""distance"": 0.6203295588493347}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 13, ""distance"": 0.7756228446960449}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 5, ""distance"": 0.7992942929267883}, {""rank"": 5, ""document"": ""d24106576.pdf"", ""page"": 12, ""distance"": 0.8008348941802979}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 4, ""distance"": 0.8070334196090698}, {""rank"": 7, ""document"": ""d24106916.pdf"", ""page"": 7, ""distance"": 0.8138495683670044}]",1.0,0.0,True,False,0.009240199986379594
EQ016,What does operational technology mean in the cybersecurity reports?,Operational technology consists of systems and devices that control physical distribution or production processes.,GAO-24-106576,PDF p. 2,8,"[{""evaluation_document"": ""GAO-24-106576"", ""indexed_document"": ""d24106576.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""d24106576.pdf"", ""page"": 9, ""distance"": 0.6102873682975769}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 45, ""distance"": 0.6203295588493347}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 13, ""distance"": 0.7756228446960449}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 5, ""distance"": 0.7992942929267883}, {""rank"": 5, ""document"": ""d24106576.pdf"", ""page"": 12, ""distance"": 0.8008348941802979}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 4, ""distance"": 0.8070334196090698}, {""rank"": 7, ""document"": ""d24106916.pdf"", ""page"": 7, ""distance"": 0.8138495683670044}, {""rank"": 8, ""document"": ""d24106576.pdf"", ""page"": 2, ""distance"": 0.8232873678207397}]",1.0,1.0,True,True,0.011856199998874217
EQ016,What does operational technology mean in the cybersecurity reports?,Operational technology consists of systems and devices that control physical distribution or production processes.,GAO-24-106576,PDF p. 2,9,"[{""evaluation_document"": ""GAO-24-106576"", ""indexed_document"": ""d24106576.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""d24106576.pdf"", ""page"": 9, ""distance"": 0.6102873682975769}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 45, ""distance"": 0.6203295588493347}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 13, ""distance"": 0.7756228446960449}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 5, ""distance"": 0.7992942929267883}, {""rank"": 5, ""document"": ""d24106576.pdf"", ""page"": 12, ""distance"": 0.8008348941802979}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 4, ""distance"": 0.8070334196090698}, {""rank"": 7, ""document"": ""d24106916.pdf"", ""page"": 7, ""distance"": 0.8138495683670044}, {""rank"": 8, ""document"": ""d24106576.pdf"", ""page"": 2, ""distance"": 0.8232873678207397}, {""rank"": 9, ""document"": ""d24106576.pdf"", ""page"": 1, ""distance"": 0.8298973441123962}]",1.0,1.0,True,True,0.012508899962995201
EQ016,What does operational technology mean in the cybersecurity reports?,Operational technology consists of systems and devices that control physical distribution or production processes.,GAO-24-106576,PDF p. 2,10,"[{""evaluation_document"": ""GAO-24-106576"", ""indexed_document"": ""d24106576.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""d24106576.pdf"", ""page"": 9, ""distance"": 0.6102873682975769}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 45, ""distance"": 0.6203295588493347}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 13, ""distance"": 0.7756228446960449}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 5, ""distance"": 0.7992942929267883}, {""rank"": 5, ""document"": ""d24106576.pdf"", ""page"": 12, ""distance"": 0.8008348941802979}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 4, ""distance"": 0.8070334196090698}, {""rank"": 7, ""document"": ""d24106916.pdf"", ""page"": 7, ""distance"": 0.8138495683670044}, {""rank"": 8, ""document"": ""d24106576.pdf"", ""page"": 2, ""distance"": 0.8232873678207397}, {""rank"": 9, ""document"": ""d24106576.pdf"", ""page"": 1, ""distance"": 0.8298973441123962}, {""rank"": 10, ""document"": ""d24105658.pdf"", ""page"": 47, ""distance"": 0.8384618759155273}]",1.0,1.0,True,True,0.011581500002648681
EQ017,What is endpoint detection and response in the context of the incident-response report?,It is a tool category that agencies use to support cybersecurity incident response.,GAO-24-105658,PDF p. 2,1,"[{""evaluation_document"": ""GAO-24-105658"", ""indexed_document"": ""d24105658.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 5, ""distance"": 0.969550371170044}]",1.0,0.0,True,False,0.009762700006831437
EQ017,What is endpoint detection and response in the context of the incident-response report?,It is a tool category that agencies use to support cybersecurity incident response.,GAO-24-105658,PDF p. 2,2,"[{""evaluation_document"": ""GAO-24-105658"", ""indexed_document"": ""d24105658.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 5, ""distance"": 0.969550371170044}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 18, ""distance"": 0.9944550395011902}]",1.0,0.0,True,False,0.013323399994987994
EQ017,What is endpoint detection and response in the context of the incident-response report?,It is a tool category that agencies use to support cybersecurity incident response.,GAO-24-105658,PDF p. 2,3,"[{""evaluation_document"": ""GAO-24-105658"", ""indexed_document"": ""d24105658.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 5, ""distance"": 0.969550371170044}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 18, ""distance"": 0.9944550395011902}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 9, ""distance"": 1.0162556171417236}]",1.0,0.0,True,False,0.011247299960814416
EQ017,What is endpoint detection and response in the context of the incident-response report?,It is a tool category that agencies use to support cybersecurity incident response.,GAO-24-105658,PDF p. 2,4,"[{""evaluation_document"": ""GAO-24-105658"", ""indexed_document"": ""d24105658.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 5, ""distance"": 0.969550371170044}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 18, ""distance"": 0.9944550395011902}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 9, ""distance"": 1.0162556171417236}, {""rank"": 4, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 1.0259548425674438}]",1.0,0.0,True,False,0.013114199973642826
EQ017,What is endpoint detection and response in the context of the incident-response report?,It is a tool category that agencies use to support cybersecurity incident response.,GAO-24-105658,PDF p. 2,5,"[{""evaluation_document"": ""GAO-24-105658"", ""indexed_document"": ""d24105658.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 5, ""distance"": 0.969550371170044}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 18, ""distance"": 0.9944550395011902}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 9, ""distance"": 1.0162556171417236}, {""rank"": 4, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 1.0259548425674438}, {""rank"": 5, ""document"": ""d24105658.pdf"", ""page"": 3, ""distance"": 1.028062105178833}]",1.0,0.0,True,False,0.011085000005550683
EQ017,What is endpoint detection and response in the context of the incident-response report?,It is a tool category that agencies use to support cybersecurity incident response.,GAO-24-105658,PDF p. 2,6,"[{""evaluation_document"": ""GAO-24-105658"", ""indexed_document"": ""d24105658.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 5, ""distance"": 0.969550371170044}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 18, ""distance"": 0.9944550395011902}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 9, ""distance"": 1.0162556171417236}, {""rank"": 4, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 1.0259548425674438}, {""rank"": 5, ""document"": ""d24105658.pdf"", ""page"": 3, ""distance"": 1.028062105178833}, {""rank"": 6, ""document"": ""d24105658.pdf"", ""page"": 15, ""distance"": 1.044236183166504}]",1.0,0.0,True,False,0.011453199957031757
EQ017,What is endpoint detection and response in the context of the incident-response report?,It is a tool category that agencies use to support cybersecurity incident response.,GAO-24-105658,PDF p. 2,7,"[{""evaluation_document"": ""GAO-24-105658"", ""indexed_document"": ""d24105658.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 5, ""distance"": 0.969550371170044}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 18, ""distance"": 0.9944550395011902}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 9, ""distance"": 1.0162556171417236}, {""rank"": 4, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 1.0259548425674438}, {""rank"": 5, ""document"": ""d24105658.pdf"", ""page"": 3, ""distance"": 1.028062105178833}, {""rank"": 6, ""document"": ""d24105658.pdf"", ""page"": 15, ""distance"": 1.044236183166504}, {""rank"": 7, ""document"": ""d24105658.pdf"", ""page"": 25, ""distance"": 1.0629160404205322}]",1.0,0.0,True,False,0.012372299970593303
EQ017,What is endpoint detection and response in the context of the incident-response report?,It is a tool category that agencies use to support cybersecurity incident response.,GAO-24-105658,PDF p. 2,8,"[{""evaluation_document"": ""GAO-24-105658"", ""indexed_document"": ""d24105658.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 5, ""distance"": 0.969550371170044}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 18, ""distance"": 0.9944550395011902}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 9, ""distance"": 1.0162556171417236}, {""rank"": 4, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 1.0259548425674438}, {""rank"": 5, ""document"": ""d24105658.pdf"", ""page"": 3, ""distance"": 1.028062105178833}, {""rank"": 6, ""document"": ""d24105658.pdf"", ""page"": 15, ""distance"": 1.044236183166504}, {""rank"": 7, ""document"": ""d24105658.pdf"", ""page"": 25, ""distance"": 1.0629160404205322}, {""rank"": 8, ""document"": ""d24105658.pdf"", ""page"": 46, ""distance"": 1.0800813436508179}]",1.0,0.0,True,False,0.009836900047957897
EQ017,What is endpoint detection and response in the context of the incident-response report?,It is a tool category that agencies use to support cybersecurity incident response.,GAO-24-105658,PDF p. 2,9,"[{""evaluation_document"": ""GAO-24-105658"", ""indexed_document"": ""d24105658.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 5, ""distance"": 0.969550371170044}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 18, ""distance"": 0.9944550395011902}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 9, ""distance"": 1.0162556171417236}, {""rank"": 4, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 1.0259548425674438}, {""rank"": 5, ""document"": ""d24105658.pdf"", ""page"": 3, ""distance"": 1.028062105178833}, {""rank"": 6, ""document"": ""d24105658.pdf"", ""page"": 15, ""distance"": 1.044236183166504}, {""rank"": 7, ""document"": ""d24105658.pdf"", ""page"": 25, ""distance"": 1.0629160404205322}, {""rank"": 8, ""document"": ""d24105658.pdf"", ""page"": 46, ""distance"": 1.0800813436508179}, {""rank"": 9, ""document"": ""d24105658.pdf"", ""page"": 20, ""distance"": 1.0816659927368164}]",1.0,0.0,True,False,0.010697600024286658
EQ017,What is endpoint detection and response in the context of the incident-response report?,It is a tool category that agencies use to support cybersecurity incident response.,GAO-24-105658,PDF p. 2,10,"[{""evaluation_document"": ""GAO-24-105658"", ""indexed_document"": ""d24105658.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""d24105658.pdf"", ""page"": 5, ""distance"": 0.969550371170044}, {""rank"": 2, ""document"": ""d24105658.pdf"", ""page"": 18, ""distance"": 0.9944550395011902}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 9, ""distance"": 1.0162556171417236}, {""rank"": 4, ""document"": ""d24105658.pdf"", ""page"": 24, ""distance"": 1.0259548425674438}, {""rank"": 5, ""document"": ""d24105658.pdf"", ""page"": 3, ""distance"": 1.028062105178833}, {""rank"": 6, ""document"": ""d24105658.pdf"", ""page"": 15, ""distance"": 1.044236183166504}, {""rank"": 7, ""document"": ""d24105658.pdf"", ""page"": 25, ""distance"": 1.0629160404205322}, {""rank"": 8, ""document"": ""d24105658.pdf"", ""page"": 46, ""distance"": 1.0800813436508179}, {""rank"": 9, ""document"": ""d24105658.pdf"", ""page"": 20, ""distance"": 1.0816659927368164}, {""rank"": 10, ""document"": ""d24105658.pdf"", ""page"": 17, ""distance"": 1.0891380310058594}]",1.0,0.0,True,False,0.012185300001874566
EQ018,What does cyber resiliency mean in the CrowdStrike outage snapshot?,"It is the ability to detect, mitigate, and recover from a service disruption while preserving access to vital information.",GAO-24-107733,PDF p. 2,1,"[{""evaluation_document"": ""GAO-24-107733"", ""indexed_document"": ""gao-24-107733.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""gao-24-107733.pdf"", ""page"": 1, ""distance"": 0.7667023539543152}]",1.0,0.0,True,False,0.009100500028580427
EQ018,What does cyber resiliency mean in the CrowdStrike outage snapshot?,"It is the ability to detect, mitigate, and recover from a service disruption while preserving access to vital information.",GAO-24-107733,PDF p. 2,2,"[{""evaluation_document"": ""GAO-24-107733"", ""indexed_document"": ""gao-24-107733.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""gao-24-107733.pdf"", ""page"": 1, ""distance"": 0.7667023539543152}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 20, ""distance"": 0.8700490593910217}]",1.0,0.0,True,False,0.011708799982443452
EQ018,What does cyber resiliency mean in the CrowdStrike outage snapshot?,"It is the ability to detect, mitigate, and recover from a service disruption while preserving access to vital information.",GAO-24-107733,PDF p. 2,3,"[{""evaluation_document"": ""GAO-24-107733"", ""indexed_document"": ""gao-24-107733.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""gao-24-107733.pdf"", ""page"": 1, ""distance"": 0.7667023539543152}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 20, ""distance"": 0.8700490593910217}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 65, ""distance"": 1.0427253246307373}]",1.0,0.0,True,False,0.011472599988337606
EQ018,What does cyber resiliency mean in the CrowdStrike outage snapshot?,"It is the ability to detect, mitigate, and recover from a service disruption while preserving access to vital information.",GAO-24-107733,PDF p. 2,4,"[{""evaluation_document"": ""GAO-24-107733"", ""indexed_document"": ""gao-24-107733.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""gao-24-107733.pdf"", ""page"": 1, ""distance"": 0.7667023539543152}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 20, ""distance"": 0.8700490593910217}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 65, ""distance"": 1.0427253246307373}, {""rank"": 4, ""document"": ""gao-23-105480.pdf"", ""page"": 26, ""distance"": 1.073983907699585}]",1.0,0.0,True,False,0.012470000016037375
EQ018,What does cyber resiliency mean in the CrowdStrike outage snapshot?,"It is the ability to detect, mitigate, and recover from a service disruption while preserving access to vital information.",GAO-24-107733,PDF p. 2,5,"[{""evaluation_document"": ""GAO-24-107733"", ""indexed_document"": ""gao-24-107733.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""gao-24-107733.pdf"", ""page"": 1, ""distance"": 0.7667023539543152}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 20, ""distance"": 0.8700490593910217}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 65, ""distance"": 1.0427253246307373}, {""rank"": 4, ""document"": ""gao-23-105480.pdf"", ""page"": 26, ""distance"": 1.073983907699585}, {""rank"": 5, ""document"": ""gao-24-107231.pdf"", ""page"": 20, ""distance"": 1.0863256454467773}]",1.0,0.0,True,False,0.012459899997338653
EQ018,What does cyber resiliency mean in the CrowdStrike outage snapshot?,"It is the ability to detect, mitigate, and recover from a service disruption while preserving access to vital information.",GAO-24-107733,PDF p. 2,6,"[{""evaluation_document"": ""GAO-24-107733"", ""indexed_document"": ""gao-24-107733.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""gao-24-107733.pdf"", ""page"": 1, ""distance"": 0.7667023539543152}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 20, ""distance"": 0.8700490593910217}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 65, ""distance"": 1.0427253246307373}, {""rank"": 4, ""document"": ""gao-23-105480.pdf"", ""page"": 26, ""distance"": 1.073983907699585}, {""rank"": 5, ""document"": ""gao-24-107231.pdf"", ""page"": 20, ""distance"": 1.0863256454467773}, {""rank"": 6, ""document"": ""gao-24-107231-highlights.pdf"", ""page"": 3, ""distance"": 1.0902129411697388}]",1.0,0.0,True,False,0.01212860003579408
EQ018,What does cyber resiliency mean in the CrowdStrike outage snapshot?,"It is the ability to detect, mitigate, and recover from a service disruption while preserving access to vital information.",GAO-24-107733,PDF p. 2,7,"[{""evaluation_document"": ""GAO-24-107733"", ""indexed_document"": ""gao-24-107733.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""gao-24-107733.pdf"", ""page"": 1, ""distance"": 0.7667023539543152}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 20, ""distance"": 0.8700490593910217}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 65, ""distance"": 1.0427253246307373}, {""rank"": 4, ""document"": ""gao-23-105480.pdf"", ""page"": 26, ""distance"": 1.073983907699585}, {""rank"": 5, ""document"": ""gao-24-107231.pdf"", ""page"": 20, ""distance"": 1.0863256454467773}, {""rank"": 6, ""document"": ""gao-24-107231-highlights.pdf"", ""page"": 3, ""distance"": 1.0902129411697388}, {""rank"": 7, ""document"": ""gao-24-107231.pdf"", ""page"": 4, ""distance"": 1.0902129411697388}]",1.0,0.0,True,False,0.01220689999172464
EQ018,What does cyber resiliency mean in the CrowdStrike outage snapshot?,"It is the ability to detect, mitigate, and recover from a service disruption while preserving access to vital information.",GAO-24-107733,PDF p. 2,8,"[{""evaluation_document"": ""GAO-24-107733"", ""indexed_document"": ""gao-24-107733.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""gao-24-107733.pdf"", ""page"": 1, ""distance"": 0.7667023539543152}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 20, ""distance"": 0.8700490593910217}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 65, ""distance"": 1.0427253246307373}, {""rank"": 4, ""document"": ""gao-23-105480.pdf"", ""page"": 26, ""distance"": 1.073983907699585}, {""rank"": 5, ""document"": ""gao-24-107231.pdf"", ""page"": 20, ""distance"": 1.0863256454467773}, {""rank"": 6, ""document"": ""gao-24-107231-highlights.pdf"", ""page"": 3, ""distance"": 1.0902129411697388}, {""rank"": 7, ""document"": ""gao-24-107231.pdf"", ""page"": 4, ""distance"": 1.0902129411697388}, {""rank"": 8, ""document"": ""d24106576.pdf"", ""page"": 16, ""distance"": 1.1300089359283447}]",1.0,0.0,True,False,0.009443899965845048
EQ018,What does cyber resiliency mean in the CrowdStrike outage snapshot?,"It is the ability to detect, mitigate, and recover from a service disruption while preserving access to vital information.",GAO-24-107733,PDF p. 2,9,"[{""evaluation_document"": ""GAO-24-107733"", ""indexed_document"": ""gao-24-107733.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""gao-24-107733.pdf"", ""page"": 1, ""distance"": 0.7667023539543152}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 20, ""distance"": 0.8700490593910217}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 65, ""distance"": 1.0427253246307373}, {""rank"": 4, ""document"": ""gao-23-105480.pdf"", ""page"": 26, ""distance"": 1.073983907699585}, {""rank"": 5, ""document"": ""gao-24-107231.pdf"", ""page"": 20, ""distance"": 1.0863256454467773}, {""rank"": 6, ""document"": ""gao-24-107231-highlights.pdf"", ""page"": 3, ""distance"": 1.0902129411697388}, {""rank"": 7, ""document"": ""gao-24-107231.pdf"", ""page"": 4, ""distance"": 1.0902129411697388}, {""rank"": 8, ""document"": ""d24106576.pdf"", ""page"": 16, ""distance"": 1.1300089359283447}, {""rank"": 9, ""document"": ""d24105658.pdf"", ""page"": 7, ""distance"": 1.130266547203064}]",1.0,0.0,True,False,0.011962599994149059
EQ018,What does cyber resiliency mean in the CrowdStrike outage snapshot?,"It is the ability to detect, mitigate, and recover from a service disruption while preserving access to vital information.",GAO-24-107733,PDF p. 2,10,"[{""evaluation_document"": ""GAO-24-107733"", ""indexed_document"": ""gao-24-107733.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""gao-24-107733.pdf"", ""page"": 1, ""distance"": 0.7667023539543152}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 20, ""distance"": 0.8700490593910217}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 65, ""distance"": 1.0427253246307373}, {""rank"": 4, ""document"": ""gao-23-105480.pdf"", ""page"": 26, ""distance"": 1.073983907699585}, {""rank"": 5, ""document"": ""gao-24-107231.pdf"", ""page"": 20, ""distance"": 1.0863256454467773}, {""rank"": 6, ""document"": ""gao-24-107231-highlights.pdf"", ""page"": 3, ""distance"": 1.0902129411697388}, {""rank"": 7, ""document"": ""gao-24-107231.pdf"", ""page"": 4, ""distance"": 1.0902129411697388}, {""rank"": 8, ""document"": ""d24106576.pdf"", ""page"": 16, ""distance"": 1.1300089359283447}, {""rank"": 9, ""document"": ""d24105658.pdf"", ""page"": 7, ""distance"": 1.130266547203064}, {""rank"": 10, ""document"": ""d24105658.pdf"", ""page"": 31, ""distance"": 1.15273916721344}]",1.0,0.0,True,False,0.011288599984254688
EQ019,What is meant by an outcome-oriented performance measure in the national strategy discussion?,"It is a measure of the real result of an initiative, such as the number or dollar value of ransomware incidents disrupted.",GAO-24-106916,PDF p. 2,1,"[{""evaluation_document"": ""GAO-24-106916"", ""indexed_document"": ""d24106916.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""d24106916.pdf"", ""page"": 28, ""distance"": 0.8357804417610168}]",1.0,0.0,True,False,0.013146800047252327
EQ019,What is meant by an outcome-oriented performance measure in the national strategy discussion?,"It is a measure of the real result of an initiative, such as the number or dollar value of ransomware incidents disrupted.",GAO-24-106916,PDF p. 2,2,"[{""evaluation_document"": ""GAO-24-106916"", ""indexed_document"": ""d24106916.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""d24106916.pdf"", ""page"": 28, ""distance"": 0.8357804417610168}, {""rank"": 2, ""document"": ""gao-26-900644.pdf"", ""page"": 32, ""distance"": 0.9204536080360413}]",1.0,0.0,True,False,0.0352823999710381
